leaid,district_name,fips_state,total_revenue,federal_revenue,state_local_revenue,state_abbr,saipe_district_name,total_pop,child_poverty_est,child_pop,pct_child_poverty
2907020,CAMERON SCH DIST R 1,29,25796,4147,21649,,,,,,
2906150,COOPER COUNTY SCHOOL DISTRICT R-4,29,2387,309,2078,,,,,,
2929490,STEWARTSVILLE SCH DIST C2,29,3768,212,3556,MO,South Harrison County R-II School District,5178,218,887,24.58
2929490,STEWARTSVILLE SCH DIST C2,29,3768,212,3556,MO,Stewartsville C-2 School District,1240,14,261,5.36
2917910,LAREDO SCH DIST R 7,29,1208,174,1034,MO,Maries County R-II School District,5182,143,765,18.69
2917910,LAREDO SCH DIST R 7,29,1208,174,1034,MO,Laredo R-VII School District,424,15,76,19.74
2908250,CENTER SCH DIST 58,29,54297,5654,48643,,,,,,
2926070,RAYTOWN SCH DIST C-2,29,158396,18891,139505,MO,South Harrison County R-II School District,5178,218,887,24.58
2926070,RAYTOWN SCH DIST C-2,29,158396,18891,139505,MO,Raytown C-2 School District,60809,1727,9990,17.29
2916140,JASPER SCH DIST R-5,29,6749,1041,5708,MO,Maries County R-II School District,5182,143,765,18.69
2916140,JASPER SCH DIST R-5,29,6749,1041,5708,MO,Jasper County R-V School District,3144,82,628,13.06
2912300,FOX CONS SCH DIST C 6,29,156724,13966,142758,MO,Maries County R-II School District,5182,143,765,18.69
2912300,FOX CONS SCH DIST C 6,29,156724,13966,142758,MO,Fox C-6 School District,73458,1129,12422,9.09
2914250,DUNKLIN SCH DIST R-5,29,27372,1705,25667,MO,Maries County R-II School District,5182,143,765,18.69
2914250,DUNKLIN SCH DIST R-5,29,27372,1705,25667,MO,Dunklin R-V School District,10693,227,1768,12.84
2908670,CHARLESTON SCH DIST R-1,29,11464,3275,8189,,,,,,
2930330,TIPTON R-VI SCHOOL DISTRICT,29,9050,1211,7839,MO,Portageville School District,3562,170,615,27.64
2930330,TIPTON R-VI SCHOOL DISTRICT,29,9050,1211,7839,MO,Tipton R-VI School District,4675,105,796,13.19
2921330,MONTGOMERY CO SCH DIST R2,29,18210,1403,16807,MO,South Harrison County R-II School District,5178,218,887,24.58
2921330,MONTGOMERY CO SCH DIST R2,29,18210,1403,16807,MO,Montgomery County R-II School District,8246,177,1297,13.65
2930270,THAYER SCH DIST R2,29,9586,1757,7829,MO,Portageville School District,3562,170,615,27.64
2930270,THAYER SCH DIST R2,29,9586,1757,7829,MO,Thayer R-II School District,3351,143,592,24.16
2923400,LUTIE SCH DIST R 6,29,2881,553,2328,MO,South Harrison County R-II School District,5178,218,887,24.58
2923400,LUTIE SCH DIST R 6,29,2881,553,2328,MO,Lutie R-VI School District,1398,28,107,26.17
2931650,WENTZVILLE SCH DIST R 4,29,324599,14970,309629,MO,Portageville School District,3562,170,615,27.64
2931650,WENTZVILLE SCH DIST R 4,29,324599,14970,309629,MO,Wentzville R-IV School District,103003,1106,19910,5.55
2929170,CENTRAL SCHOOL DISTRICT R-3,29,28493,4881,23612,MO,South Harrison County R-II School District,5178,218,887,24.58
2929170,CENTRAL SCHOOL DISTRICT R-3,29,28493,4881,23612,MO,Central R-III School District,12167,340,2175,15.63
2905880,BRENTWOOD SCH DIST,29,27383,494,26889,,,,,,
2916290,JENNINGS SCH DIST,29,42218,12368,29850,MO,Maries County R-II School District,5182,143,765,18.69
2916290,JENNINGS SCH DIST,29,42218,12368,29850,MO,Jennings School District,15032,1015,2895,35.06
2920010,MAPLEWOOD-RICHMOND HEIGHTS SCHOOL DIST,29,33623,1258,32365,MO,South Harrison County R-II School District,5178,218,887,24.58
2920010,MAPLEWOOD-RICHMOND HEIGHTS SCHOOL DIST,29,33623,1258,32365,MO,Maplewood-Richmond Heights School District,14083,136,1576,8.63
2909750,CLEARWATER SCH DIST R 1,29,11014,1698,9316,,,,,,
2929940,TARKIO SCH DIST 1,29,8810,604,8206,MO,South Harrison County R-II School District,5178,218,887,24.58
2929940,TARKIO SCH DIST 1,29,8810,604,8206,MO,Tarkio R-I School District,2056,61,304,20.07
2918690,LINDBERGH SCH DIST R-8,29,110922,2268,108654,MO,Maries County R-II School District,5182,143,765,18.69
2918690,LINDBERGH SCH DIST R-8,29,110922,2268,108654,MO,Lindbergh School District,48967,325,8204,3.96
2920840,MIAMI SCHOOL DISTRICT R-1,29,1587,256,1331,MO,South Harrison County R-II School District,5178,218,887,24.58
2920840,MIAMI SCHOOL DISTRICT R-1,29,1587,256,1331,MO,Miami R-I School District,503,4,89,4.49
2927570,SAVANNAH SCH DIST R 3,29,30667,2216,28451,MO,South Harrison County R-II School District,5178,218,887,24.58
2927570,SAVANNAH SCH DIST R 3,29,30667,2216,28451,MO,Savannah R-III School District,14286,202,2466,8.19
2919380,MACKS CREEK SCH DIST 5,29,4742,467,4275,MO,Maries County R-II School District,5182,143,765,18.69
2919380,MACKS CREEK SCH DIST 5,29,4742,467,4275,MO,Macks Creek R-V School District,2448,54,341,15.84
2930300,TINA AVALON SCH DIST R 2,29,2805,377,2428,MO,Portageville School District,3562,170,615,27.64
2930300,TINA AVALON SCH DIST R 2,29,2805,377,2428,MO,Tina-Avalon R-II School District,859,26,159,16.35
2931800,MIDWAY SCH DIST R-1,29,7904,459,7445,MO,Portageville School District,3562,170,615,27.64
2931800,MIDWAY SCH DIST R-1,29,7904,459,7445,MO,Midway R-I School District,3509,46,560,8.21
2919950,MANES SCH DIST R 5,29,1189,116,1073,MO,Maries County R-II School District,5182,143,765,18.69
2919950,MANES SCH DIST R 5,29,1189,116,1073,MO,Manes R-V School District,547,14,92,15.22
2911760,FAIRFAX SCH DIST R 3,29,2807,132,2675,MO,Maries County R-II School District,5182,143,765,18.69
2911760,FAIRFAX SCH DIST R 3,29,2807,132,2675,MO,Fairfax R-III School District,1015,12,144,8.33
2928430,SOUTH CALLAWAY SCHOOL DIST R-2,29,13364,538,12826,MO,South Harrison County R-II School District,5178,218,887,24.58
2928430,SOUTH CALLAWAY SCHOOL DIST R-2,29,13364,538,12826,MO,South Callaway County R-II School District,4493,90,788,11.42
2910410,CRAWFORD COUNTY SCHOOL DISTRICT R-2,29,21052,5780,15272,MO,Maries County R-II School District,5182,143,765,18.69
2910410,CRAWFORD COUNTY SCHOOL DISTRICT R-2,29,21052,5780,15272,MO,Crawford County R-2 School District,8353,251,1219,20.59
2904050,AVA SCH DIST 1,29,18228,3742,14486,,,,,,
2928170,SHELDON SCH DIST R 8,29,2844,319,2525,MO,South Harrison County R-II School District,5178,218,887,24.58
2928170,SHELDON SCH DIST R 8,29,2844,319,2525,MO,Sheldon R-VIII School District,988,38,176,21.59
2913770,HARTVILLE SCH DIST R 2,29,10236,2473,7763,MO,Maries County R-II School District,5182,143,765,18.69
2913770,HARTVILLE SCH DIST R 2,29,10236,2473,7763,MO,Hartville R-II School District,4741,269,993,27.09
2929580,STOUTLAND R-II SCHOOL DISTRICT,29,5824,1145,4679,MO,South Harrison County R-II School District,5178,218,887,24.58
2929580,STOUTLAND R-II SCHOOL DISTRICT,29,5824,1145,4679,MO,Stoutland R-II School District,2961,97,527,18.41
2911070,DREXEL DIST R-4,29,4622,340,4282,MO,Maries County R-II School District,5182,143,765,18.69
2911070,DREXEL DIST R-4,29,4622,340,4282,MO,Drexel R-IV School District,1825,18,289,6.23
2922800,NORTH KANSAS CITY SCHOOL DIST 74,29,398364,35590,362774,MO,South Harrison County R-II School District,5178,218,887,24.58
2922800,NORTH KANSAS CITY SCHOOL DIST 74,29,398364,35590,362774,MO,North Kansas City 74 School District,145891,2570,22865,11.24
2916660,KINGSVILLE SCH DIST R 1,29,3981,227,3754,MO,Maries County R-II School District,5182,143,765,18.69
2916660,KINGSVILLE SCH DIST R 1,29,3981,227,3754,MO,Kingsville R-I School District,2009,38,332,11.45
2921600,MT VERNON SCH DIST R-5,29,19333,1796,17537,MO,South Harrison County R-II School District,5178,218,887,24.58
2921600,MT VERNON SCH DIST R-5,29,19333,1796,17537,MO,Mount Vernon R-V School District,9532,228,1727,13.20
2916950,LA PLATA SCH DIST R-2,29,4761,435,4326,MO,Maries County R-II School District,5182,143,765,18.69
2916950,LA PLATA SCH DIST R-2,29,4761,435,4326,MO,La Plata R-II School District,2577,107,503,21.27
2909090,CLARKSBURG SCH DIST C 2,29,1793,386,1407,,,,,,
2908490,OSAGE COUNTY SCHOOL DIST. R-1,29,3255,432,2823,,,,,,
2928290,SILEX SCH DIST R 1,29,6609,909,5700,MO,South Harrison County R-II School District,5178,218,887,24.58
2928290,SILEX SCH DIST R 1,29,6609,909,5700,MO,Silex R-I School District,2946,46,530,8.68
2904980,BEVIER SCH DIST C 4,29,3024,350,2674,,,,,,
2910830,DIXON SCH DIST R 1,29,11381,2369,9012,MO,Maries County R-II School District,5182,143,765,18.69
2910830,DIXON SCH DIST R 1,29,11381,2369,9012,MO,Dixon R-I School District,5899,215,985,21.83
2905790,ADAIR COUNTY SCHOOL DISTRICT R-2,29,3861,431,3430,,,,,,
2922710,NORTH ANDREW SCHOOL DIST R-6,29,5686,613,5073,MO,South Harrison County R-II School District,5178,218,887,24.58
2922710,NORTH ANDREW SCHOOL DIST R-6,29,5686,613,5073,MO,North Andrew County R-VI School District,1829,33,335,9.85
2923670,PATTONSBURG SCH DIST R 2,29,4362,1419,2943,MO,South Harrison County R-II School District,5178,218,887,24.58
2923670,PATTONSBURG SCH DIST R 2,29,4362,1419,2943,MO,Pattonsburg R-II School District,1132,37,185,20.00
2930600,UNION STAR SCH DIST R-2,29,3223,194,3029,MO,Portageville School District,3562,170,615,27.64
2930600,UNION STAR SCH DIST R-2,29,3223,194,3029,MO,Alton R-IV School District,3584,182,602,30.23
2930600,UNION STAR SCH DIST R-2,29,3223,194,3029,MO,Union Star R-II School District,882,13,150,8.67
2912450,SPRING BLUFF SCH DIST R 15,29,4140,207,3933,MO,Maries County R-II School District,5182,143,765,18.69
2912450,SPRING BLUFF SCH DIST R 15,29,4140,207,3933,MO,Spring Bluff R-XV School District,1752,8,297,2.69
2912870,GILMAN CITY SCHOOL DIST R-4,29,2484,282,2202,MO,Maries County R-II School District,5182,143,765,18.69
2912870,GILMAN CITY SCHOOL DIST R-4,29,2484,282,2202,MO,Gilman City R-IV School District,725,12,130,9.23
2932110,HENRY COUNTY SCHOOL DISTRICT R-1,29,8613,675,7938,MO,Portageville School District,3562,170,615,27.64
2932110,HENRY COUNTY SCHOOL DISTRICT R-1,29,8613,675,7938,MO,Henry County R-I School District,4672,216,867,24.91
2903060,ALTON SCH DIST R 4,29,7887,1029,6858,,,,,,
2907470,CARUTHERSVILLE SCHOOL DIST 18,29,13343,3968,9375,,,,,,
2922140,NEWBURG SCH DIST R 2,29,6093,1152,4941,MO,South Harrison County R-II School District,5178,218,887,24.58
2922140,NEWBURG SCH DIST R 2,29,6093,1152,4941,MO,Newburg R-II School District,2639,70,457,15.32
2920160,MARION C EARLY SCHOOL DIST R5,29,7146,810,6336,MO,South Harrison County R-II School District,5178,218,887,24.58
2920160,MARION C EARLY SCHOOL DIST R5,29,7146,810,6336,MO,Marion C. Early R-V School District,4321,120,763,15.73
2918450,LESTERVILLE SCH DIST R 4,29,5882,2060,3822,MO,Maries County R-II School District,5182,143,765,18.69
2918450,LESTERVILLE SCH DIST R 4,29,5882,2060,3822,MO,Lesterville R-IV School District,1087,32,153,20.92
2911100,EAST CARTER SCH DIST R-2,29,10992,4119,6873,MO,Maries County R-II School District,5182,143,765,18.69
2911100,EAST CARTER SCH DIST R-2,29,10992,4119,6873,MO,East Carter County R-II School District,3872,191,724,26.38
2913760,HARRISONVILLE CASS R-IX,29,38183,2733,35450,MO,Maries County R-II School District,5182,143,765,18.69
2913760,HARRISONVILLE CASS R-IX,29,38183,2733,35450,MO,Harrisonville R-IX School District,14950,226,2573,8.78
2929520,STOCKTON SCH DIST R 1,29,13001,1443,11558,MO,South Harrison County R-II School District,5178,218,887,24.58
2929520,STOCKTON SCH DIST R 1,29,13001,1443,11558,MO,Stockton R-I School District,7614,301,1362,22.10
2905070,BILLINGS SCH DIST R 4,29,5493,385,5108,,,,,,
2916380,CLARK CO SCH DIST R-1,29,15607,2684,12923,MO,Maries County R-II School District,5182,143,765,18.69
2916380,CLARK CO SCH DIST R-1,29,15607,2684,12923,MO,Clark County R-I School District,6551,226,1143,19.77
2906450,CAINSVILLE SCH DIST R 1,29,1960,222,1738,,,,,,
2910470,DAVIS SCH DIST R 12,29,1156,62,1094,MO,Maries County R-II School District,5182,143,765,18.69
2910470,DAVIS SCH DIST R 12,29,1156,62,1094,MO,Davis R-XII School District,497,9,91,9.89
2923190,SOUTH HOLT COUNTY SCHOOL DIST R-1,29,4453,272,4181,MO,South Harrison County R-II School District,5178,218,887,24.58
2923190,SOUTH HOLT COUNTY SCHOOL DIST R-1,29,4453,272,4181,MO,South Holt County R-I School District,1799,29,272,10.66
2921540,MOUNTAIN VIEW-BIRCH TREE SCH DIST R-3,29,18099,4912,13187,MO,South Harrison County R-II School District,5178,218,887,24.58
2921540,MOUNTAIN VIEW-BIRCH TREE SCH DIST R-3,29,18099,4912,13187,MO,Mountain View-Birch Tree R-III School District,7682,392,1415,27.70
2928470,SOUTH IRON SCH DIST R 1,29,5136,554,4582,MO,South Harrison County R-II School District,5178,218,887,24.58
2928470,SOUTH IRON SCH DIST R 1,29,5136,554,4582,MO,South Iron County R-I School District,1788,79,276,28.62
2932190,WINFIELD SCH DIST R 4,29,23778,2024,21754,MO,Portageville School District,3562,170,615,27.64
2932190,WINFIELD SCH DIST R 4,29,23778,2024,21754,MO,Winfield R-IV School District,11371,210,1981,10.60
2920640,MEADVILLE SCH DIST R 4,29,3611,311,3300,MO,South Harrison County R-II School District,5178,218,887,24.58
2920640,MEADVILLE SCH DIST R 4,29,3611,311,3300,MO,Meadville R-IV School District,1283,26,262,9.92
2920370,MARQUAND SCH DIST R6,29,3136,936,2200,MO,South Harrison County R-II School District,5178,218,887,24.58
2920370,MARQUAND SCH DIST R6,29,3136,936,2200,MO,Marquand-Zion R-VI School District,1130,56,191,29.32
2913650,HANNIBAL SCH DIST 60,29,50253,4840,45413,MO,Maries County R-II School District,5182,143,765,18.69
2913650,HANNIBAL SCH DIST 60,29,50253,4840,45413,MO,Hannibal 60 School District,22541,559,3667,15.24
2915420,IBERIA SCH DIST R5,29,8448,617,7831,MO,Maries County R-II School District,5182,143,765,18.69
2915420,IBERIA SCH DIST R5,29,8448,617,7831,MO,Iberia R-V School District,4085,108,745,14.50
2923790,PEMISCOT CO SCH DIST R-3,29,2648,286,2362,MO,South Harrison County R-II School District,5178,218,887,24.58
2923790,PEMISCOT CO SCH DIST R-3,29,2648,286,2362,MO,Pemiscot County R-III School District,842,21,144,14.58
2915270,PETTIS COUNTY SCHOOL DIST R-5,29,5371,907,4464,MO,Maries County R-II School District,5182,143,765,18.69
2915270,PETTIS COUNTY SCHOOL DIST R-5,29,5371,907,4464,MO,Pettis County R-V School District,2210,80,450,17.78
2926190,RENICK SCH DIST R 5,29,2908,266,2642,MO,South Harrison County R-II School District,5178,218,887,24.58
2926190,RENICK SCH DIST R 5,29,2908,266,2642,MO,Renick R-V School District,1178,19,193,9.84
2908340,CENTERVILLE SCH DIST R-1,29,1289,200,1089,,,,,,
2926580,RIPLEY CO SCH DIST R 4,29,1886,213,1673,MO,South Harrison County R-II School District,5178,218,887,24.58
2926580,RIPLEY CO SCH DIST R 4,29,1886,213,1673,MO,Ripley County R-IV School District,653,27,93,29.03
2920670,MEHLVILLE SCH DIST R-9,29,165134,8681,156453,MO,South Harrison County R-II School District,5178,218,887,24.58
2920670,MEHLVILLE SCH DIST R-9,29,165134,8681,156453,MO,Mehlville R-IX School District,95215,987,13168,7.50
2926760,ST LOUIS CO SPECIAL SCH DT,29,561335,70497,490838,MO,South Harrison County R-II School District,5178,218,887,24.58
2919920,MALTA BEND SCH DIST R-5,29,2078,375,1703,MO,Maries County R-II School District,5182,143,765,18.69
2919920,MALTA BEND SCH DIST R-5,29,2078,375,1703,MO,Malta Bend R-V School District,526,12,83,14.46
2908460,CHAFFEE R-2 SCHOOL DISTRICT,29,7385,882,6503,,,,,,
2931050,WARREN COUNTY SCHOOL DIST R-3,29,43302,2668,40634,MO,Portageville School District,3562,170,615,27.64
2931050,WARREN COUNTY SCHOOL DIST R-3,29,43302,2668,40634,MO,Warren County R-III School District,20725,367,3471,10.57
2930780,VAN-FAR SCHOOL DISTRICT R 1,29,9774,1741,8033,MO,Portageville School District,3562,170,615,27.64
2930780,VAN-FAR SCHOOL DISTRICT R 1,29,9774,1741,8033,MO,Van-Far R-I School District,4899,122,640,19.06
2925620,PURDY SCH DIST R-2,29,8549,1540,7009,MO,South Harrison County R-II School District,5178,218,887,24.58
2925620,PURDY SCH DIST R-2,29,8549,1540,7009,MO,Purdy R-II School District,3257,125,623,20.06
2904170,BALLARD SCH DIST R 2,29,3074,225,2849,,,,,,
2906360,BUTLER SCH DIST R 5,29,13133,1534,11599,,,,,,
2911310,EL DORADO SPRINGS DIST 2,29,15846,2814,13032,MO,Maries County R-II School District,5182,143,765,18.69
2911310,EL DORADO SPRINGS DIST 2,29,15846,2814,13032,MO,El Dorado Springs R-II School District,8616,375,1541,24.33
2916530,KEYTESVILLE SCH DIST R-3,29,2979,75,2904,MO,Maries County R-II School District,5182,143,765,18.69
2916530,KEYTESVILLE SCH DIST R-3,29,2979,75,2904,MO,Keytesville R-III School District,1248,30,207,14.49
2919200,LONEDELL  R-14 SCH DIST,29,6601,782,5819,MO,Maries County R-II School District,5182,143,765,18.69
2919200,LONEDELL  R-14 SCH DIST,29,6601,782,5819,MO,Lonedell R-XIV School District,3273,64,503,12.72
2929100,ST CLAIR SCH DIST R 13,29,33099,2418,30681,MO,South Harrison County R-II School District,5178,218,887,24.58
2929100,ST CLAIR SCH DIST R 13,29,33099,2418,30681,MO,Affton 101 School District,26655,289,3214,8.99
2929100,ST CLAIR SCH DIST R 13,29,33099,2418,30681,MO,St. Clair R-XIII School District,12771,297,2172,13.67
2914280,GASCONADE CO. SCHOOL DIST. R-1,29,13931,1042,12889,MO,Maries County R-II School District,5182,143,765,18.69
2914280,GASCONADE CO. SCHOOL DIST. R-1,29,13931,1042,12889,MO,Gasconade County R-I School District,7275,113,1091,10.36
2903270,ASH GROVE SCH DIST R 4,29,10082,1442,8640,,,,,,
2928860,SPRINGFIELD SCH DIST R-12,29,434393,69108,365285,MO,South Harrison County R-II School District,5178,218,887,24.58
2928860,SPRINGFIELD SCH DIST R-12,29,434393,69108,365285,MO,Springfield R-XII School District,224628,3748,30334,12.36
2910380,CRYSTAL CITY SCH DIST 47,29,7592,641,6951,MO,Maries County R-II School District,5182,143,765,18.69
2910380,CRYSTAL CITY SCH DIST 47,29,7592,641,6951,MO,Crystal City 47 School District,4009,92,636,14.47
2932100,WINDSOR SCH DIST C 1,29,40817,2687,38130,MO,Portageville School District,3562,170,615,27.64
2932100,WINDSOR SCH DIST C 1,29,40817,2687,38130,MO,Windsor C-1 School District,18693,296,3394,8.72
2911280,KNOX CO SCH DIST R 1,29,9917,1947,7970,MO,Maries County R-II School District,5182,143,765,18.69
2911280,KNOX CO SCH DIST R 1,29,9917,1947,7970,MO,Knox County R-I School District,3724,133,599,22.20
2917000,LACLEDE COUNTY SCHOOL DIST. C-5,29,7879,1272,6607,MO,Maries County R-II School District,5182,143,765,18.69
2917000,LACLEDE COUNTY SCHOOL DIST. C-5,29,7879,1272,6607,MO,Laclede County C-5 School District,3798,125,691,18.09
2904020,AURORA SCH DIST R-8,29,25605,4473,21132,,,,,,
2929610,MORGAN COUNTY SCHOOL DIST R 1,29,10446,2452,7994,MO,South Harrison County R-II School District,5178,218,887,24.58
2929610,MORGAN COUNTY SCHOOL DIST R 1,29,10446,2452,7994,MO,Morgan County R-I School District,5877,220,930,23.66
2900003,PORTAGEVILLE SCHOOL DIST,29,11437,3779,7658,,,,,,
2931890,WESTVIEW SCH DIST C 6,29,2088,339,1749,MO,Portageville School District,3562,170,615,27.64
2931890,WESTVIEW SCH DIST C 6,29,2088,339,1749,MO,Westview C-6 School District,1213,32,202,15.84
2920490,MARYVILLE SCH DIST R 2,29,25615,2053,23562,MO,South Harrison County R-II School District,5178,218,887,24.58
2920490,MARYVILLE SCH DIST R 2,29,25615,2053,23562,MO,Maryville R-II Schools,13835,124,1485,8.35
2910200,COUCH SCH DIST R 1,29,3353,694,2659,MO,Maries County R-II School District,5182,143,765,18.69
2910200,COUCH SCH DIST R 1,29,3353,694,2659,MO,Couch R-I School District,890,31,139,22.30
2923160,ST CHARLES CO SCH DIST R-5,29,54253,1529,52724,MO,South Harrison County R-II School District,5178,218,887,24.58
2923160,ST CHARLES CO SCH DIST R-5,29,54253,1529,52724,MO,Orchard Farm R-V School District,14614,202,2346,8.61
2903120,APPLETON CITY SCH DIST R2,29,5017,947,4070,,,,,,
2905430,NORTH ST FRANCOIS CO SCHOOL DIST R-1,29,38558,5629,32929,,,,,,
2909720,CLAYTON SCH DIST,29,76135,970,75165,,,,,,
2913830,HAZELWOOD SCH DIST R-1,29,276552,22985,253567,MO,Maries County R-II School District,5182,143,765,18.69
2913830,HAZELWOOD SCH DIST R-1,29,276552,22985,253567,MO,Hazelwood School District,115928,4213,19979,21.09
2914550,HOLLISTER SCH DIST R 5,29,27426,3407,24019,MO,Maries County R-II School District,5182,143,765,18.69
2914550,HOLLISTER SCH DIST R 5,29,27426,3407,24019,MO,Hollister R-V School District,11627,223,1415,15.76
2925210,PLATO SCH DIST R 5,29,7375,1554,5821,MO,South Harrison County R-II School District,5178,218,887,24.58
2925210,PLATO SCH DIST R 5,29,7375,1554,5821,MO,Plato R-V School District,3374,110,569,19.33
2927600,NORTHEAST VERNON CO. R-I,29,3620,978,2642,MO,South Harrison County R-II School District,5178,218,887,24.58
2927600,NORTHEAST VERNON CO. R-I,29,3620,978,2642,MO,Northeast Vernon County R-I School District,1847,73,375,19.47
2912180,FORDLAND SCH DIST R-3,29,8974,1185,7789,MO,Maries County R-II School District,5182,143,765,18.69
2912180,FORDLAND SCH DIST R-3,29,8974,1185,7789,MO,Fordland R-III School District,4803,170,810,20.99
2922500,NIANGUA SCH DIST R-5,29,4368,855,3513,MO,South Harrison County R-II School District,5178,218,887,24.58
2922500,NIANGUA SCH DIST R-5,29,4368,855,3513,MO,Niangua R-V School District,2189,95,386,24.61
2923220,ORRICK SCH DIST R-11,29,4946,108,4838,MO,South Harrison County R-II School District,5178,218,887,24.58
2923220,ORRICK SCH DIST R-11,29,4946,108,4838,MO,Orrick R-XI School District,1843,34,295,11.53
2929880,SWEET SPRINGS SCH DIST R7,29,5933,463,5470,MO,South Harrison County R-II School District,5178,218,887,24.58
2929880,SWEET SPRINGS SCH DIST R7,29,5933,463,5470,MO,Sweet Springs R-VII School District,2678,63,482,13.07
2928530,SOUTH PEMISCOT SCH DIST R 5,29,7405,1407,5998,MO,South Harrison County R-II School District,5178,218,887,24.58
2928530,SOUTH PEMISCOT SCH DIST R 5,29,7405,1407,5998,MO,South Pemiscot County R-V School District,2796,165,545,30.28
2927060,ST JOSEPH SCHOOL DISTRICT,29,163404,21606,141798,MO,South Harrison County R-II School District,5178,218,887,24.58
2927060,ST JOSEPH SCHOOL DISTRICT,29,163404,21606,141798,MO,St. Joseph School District,75201,1958,12113,16.16
2925230,PLATTE CO SCH DIST R-3,29,80826,3537,77289,MO,South Harrison County R-II School District,5178,218,887,24.58
2925230,PLATTE CO SCH DIST R-3,29,80826,3537,77289,MO,Platte County R-III School District,29490,272,4717,5.77
2914490,HOLDEN SCH DIST R 3,29,17565,1276,16289,MO,Maries County R-II School District,5182,143,765,18.69
2914490,HOLDEN SCH DIST R 3,29,17565,1276,16289,MO,Holden R-III School District,9458,214,1612,13.28
2912780,GIDEON SCH DIST 37,29,3897,834,3063,MO,Maries County R-II School District,5182,143,765,18.69
2912780,GIDEON SCH DIST 37,29,3897,834,3063,MO,Gideon 37 School District,1132,64,237,27.00
2906170,BUNKER SCH DIST R 3,29,3639,746,2893,,,,,,
2918220,LAWSON SCH DIST R-14,29,16934,1704,15230,MO,Maries County R-II School District,5182,143,765,18.69
2918220,LAWSON SCH DIST R-14,29,16934,1704,15230,MO,Lawson R-XIV School District,6128,79,1142,6.92
2921180,MONITEAU COUNTY SCHOOL DIST. R-5,29,1571,649,922,MO,South Harrison County R-II School District,5178,218,887,24.58
2921180,MONITEAU COUNTY SCHOOL DIST. R-5,29,1571,649,922,MO,Moniteau County R-V School District,1036,69,277,24.91
3003660,SPRING CREEK SCHOOL DIST NO 1,30,275,74,201,,,,,,
3028800,WYOLA ELEM DIST 29,30,2117,919,1198,MT,Somers Elementary School District,7624,66,876,7.53
3028800,WYOLA ELEM DIST 29,30,2117,919,1198,MT,Wyola Elementary School District,430,18,68,26.47
3013310,HARDIN ELEM SCH DIST 17H,30,29756,17048,12708,MT,Hardin Elementary School District,9638,373,1561,23.89
3004050,CLEVELAND-LONE TREE ELEM 14,30,180,19,161,,,,,,
3028910,ZURICH ELEM DIST 17,30,537,142,395,MT,Somers Elementary School District,7624,66,876,7.53
3028910,ZURICH ELEM DIST 17,30,537,142,395,MT,Zurich Elementary School District,242,4,20,20.00
3025140,CENTERVILLE HIGH SCHOOL DISTRICT,30,1884,6,1878,MT,Somers Elementary School District,7624,66,876,7.53
3025140,CENTERVILLE HIGH SCHOOL DISTRICT,30,1884,6,1878,MT,Centerville High School District,1512,4,103,3.88
3014070,HIGHWOOD K-12 SCH DIST,30,2250,68,2182,MT,Highwood K-12,458,9,58,15.52
3000001,CHOUTEAU CO JOINT SERVICE COOP,30,223,167,56,,,,,,
3022370,RICHEY ELEM SCH DIST 78J,30,1101,46,1055,MT,Somers Elementary School District,7624,66,876,7.53
3022370,RICHEY ELEM SCH DIST 78J,30,1101,46,1055,MT,Richey Elementary School District,420,3,41,7.32
3002030,ANACONDA H S DIST 10,30,3913,89,3824,,,,,,
3015570,KILA ELEM DIST 20,30,2320,307,2013,MT,Kila Elementary School District,2278,28,253,11.07
3003840,BIG FORK DISTRICT 38,30,6355,426,5929,,,,,,
3015420,FLATHEAD HS DISTRICT,30,43694,2122,41572,MT,Flathead High School District,72312,251,3758,6.68
3000094,WEST GLACIER ELEM SCH DIST 8,30,938,57,881,,,,,,
3001980,AMSTERDAM ELEM DIST 75,30,1874,123,1751,,,,,,
3008190,CUT BANK H S DIST 15,30,3871,97,3774,,,,,,
3016290,LAVINA K-12 SCHOOL DISTRICT,30,2355,251,2104,MT,Lavina K-12 Schools,414,19,49,38.78
3028911,ROCKY BOY HIGH SCHOOL DIST L,30,3718,1836,1882,MT,Somers Elementary School District,7624,66,876,7.53
3028911,ROCKY BOY HIGH SCHOOL DIST L,30,3718,1836,1882,MT,Rocky Boy High School District,3280,39,280,13.93
3013590,HAVRE H S DIST A,30,7609,50,7559,MT,Havre High School District,12326,90,702,12.82
3006840,CLANCY ELEM DIST 1,30,3868,248,3620,,,,,,
3015930,SWAN LAKE-SALMON PRAIRIE EL 73,30,178,48,130,MT,Swan Lake-Salmon Elementary School District,338,7,15,46.67
3000005,HELENA ELEM SCH DIST 1,30,78451,6881,71570,,,,,,
3000093,LIBERTY ELEM SCH DISTRICT 10,30,917,448,469,,,,,,
3010080,EUREKA ELEM DIST 13,30,7230,2348,4882,MT,Eureka Elementary School District,5802,108,556,19.42
3024150,SHERIDAN ELEM SCH DIST 5,30,2742,800,1942,MT,Somers Elementary School District,7624,66,876,7.53
3024150,SHERIDAN ELEM SCH DIST 5,30,2742,800,1942,MT,Sheridan Elementary School District,1867,13,141,9.22
3028650,WOODMAN ELEM DIST 18,30,850,85,765,MT,Somers Elementary School District,7624,66,876,7.53
3028650,WOODMAN ELEM DIST 18,30,850,85,765,MT,Woodman Elementary School District,438,6,43,13.95
