leaid,district_name,fips_state,state_code,fiscal_year,total_revenue_000s,federal_revenue_000s,state_revenue_000s,local_revenue_000s,total_expenditure_000s,current_exp_elem_secondary_000s,instruction_expenditure_000s,support_services_expenditure_000s,capital_outlay_000s,total_salaries_000s,instruction_salaries_000s,total_benefits_000s
3100034,ASHLAND-GREENWOOD SCH DIST 1,31,28,24,21442,567,4915,15960,28985,15537,9532,5222,11084,1102,9532,0
3179080,YUTAN VILLAGE SCH DIST 9,31,28,24,9401,308,3783,5310,8656,7622,4252,3056,825,500,4252,0
3100097,MORRILL PUBLIC SCHOOL DISTRICT,31,28,24,8502,456,3057,4989,7591,7133,3703,3173,45,310,3703,0
3180130,EDUCATIONAL SERV UNIT 13,31,28,24,16606,6219,1882,8505,16454,15631,9988,5619,246,0,9988,0
3100099,CENTENNIAL SCH DIST 567,31,28,24,12809,962,2901,8946,11476,10138,5354,4347,1134,497,5354,0
3171610,HAY SPRINGS SCH DIST 3,31,28,24,4352,310,1946,2096,4059,3884,2354,1373,45,206,2354,0
3172910,LITCHFIELD VIL DIST 15,31,28,24,3809,229,706,2874,3218,2944,1634,1208,173,119,1634,0
3176800,SIOUX COUNTY SCH DIST 500,31,28,24,4690,25,789,3876,6872,3390,2156,1234,3342,88,2156,0
3178300,WALTHILL VIL SCH DIST 13,31,28,24,11498,3984,4827,2687,10123,8025,4865,2708,1580,321,4865,0
3174940,ORD SCH DIST 5,31,28,24,11010,694,2510,7806,10082,9422,5300,3232,279,568,5300,0
3170650,FORT CALHOUN SCH DIST 3,31,28,24,14303,478,5629,8196,14130,11854,6288,5099,1047,848,6288,0
3178240,WAKEFIELD PUB SCH DIST 560,31,28,24,10172,1442,4156,4574,9523,9134,6076,2484,10,594,6076,0
3178670,WHEELER CENTRAL SCHOOL DISTRICT 45,31,28,24,4557,257,857,3443,4003,3784,2195,1437,81,128,2195,0
3179050,YORK SCH DIST 12,31,28,24,26296,1765,7832,16699,22518,20943,13754,6374,1358,1581,13754,0
3100118,FILLMORE CENTRAL PUBLIC SCHOOLS,31,28,24,12765,1053,4005,7707,12502,9861,5575,3781,793,614,5575,0
3100120,HITCHCOCK COUNTY UNIFIED SCHOOL SYSTEM,31,28,24,6490,443,1392,4655,5736,5409,3055,2134,78,290,3055,0
3100117,HEARTLAND COMMUNITY SCHOOLS,31,28,24,7925,460,2184,5281,7242,6447,3639,2560,283,339,3639,0
3100116,FREEMAN PUBLIC SCHOOLS,31,28,24,8985,407,2644,5934,8221,7392,4436,2708,463,490,4436,0
3171730,HEMINGFORD VIL SD 10,31,28,24,9702,320,2445,6937,8280,7733,4646,2788,433,388,4646,0
3172390,KEARNEY CITY SCH DIST 7,31,28,24,94260,6198,25004,63058,88275,79058,46795,28239,6763,6064,46795,0
3100006,WEST POINT PUBLIC SCH DIST,31,28,24,15030,1305,3544,10181,13885,12638,8062,3879,730,722,8062,0
3177340,SUMNER EDDYVILLE MILLER SCHOOL DIST 101,31,28,24,6077,424,1361,4292,5173,4714,3070,1248,241,208,3070,0
3100176,JOHNSON COUNTY SCHOOL DISTRICT,31,28,24,12065,1281,2516,8268,11039,9893,5993,3469,784,521,5993,0
3174340,NEWMAN GROVE SCH DIST 13,31,28,24,6091,217,1202,4672,4923,3978,2294,1488,459,231,2294,0
3100178,SOUTHWEST PUBLIC SCHOOL DISTRICT,31,28,24,6842,363,1407,5072,7004,6578,3663,2600,92,315,3663,0
3173890,MITCHELL PUBLIC SCHOOL DIST 31,31,28,24,10241,838,5683,3720,10554,9608,6360,2959,473,604,6360,0
3175690,PLEASANTON PUBLIC SCHOOLS,31,28,24,6362,277,1503,4582,6103,4721,2699,1833,960,323,2699,0
3100133,EXETER-MILLIGAN SCHOOL DISTRICT,31,28,24,5955,109,1600,4246,6574,6055,2423,3452,68,168,2423,0
3103090,ARAPAHOE SCHOOL DISTRICT 18,31,28,24,6490,224,1518,4748,5972,5609,2858,2433,24,321,2858,0
3105970,TRI-COUNTY PUB SCH DIST 300,31,28,24,9284,369,2434,6481,8557,7421,4484,2597,840,420,4484,0
3174430,NORFOLK CITY SCH DIST 2,31,28,24,65878,6746,21869,37263,64807,63284,37440,22705,778,4541,37440,0
3103120,ARCADIA VIL SCH DIST 21,31,28,24,4190,253,1727,2210,3751,3580,2015,1360,7,126,2015,0
3102770,ADAMS CENTRAL SCH DIST 090,31,28,24,21272,979,5411,14882,17588,16693,10540,5470,639,1029,10540,0
3103360,AURORA SCHOOL DISTRICT 504,31,28,24,22814,956,5931,15927,20748,19862,12091,7139,627,1227,12091,0
3170050,ELGIN SCH DIST 18,31,28,24,5823,340,2182,3301,4795,3929,2332,1420,354,200,2332,0
3173600,MEDICINE VALLEY SCH DIST 125,31,28,24,5164,302,1559,3303,4906,4582,2698,1610,157,206,2698,0
3174760,OGALLALA PUBLIC SCHOOL DISTRICT,31,28,24,18346,1214,4319,12813,15845,14086,8820,4657,1320,821,8820,0
3100090,BAYARD CITY PUB SCH DIST 21,31,28,24,7793,956,2760,4077,7279,6697,3973,2429,175,335,3973,0
3100129,TWIN RIVER PUBLIC SCHOOLS,31,28,24,11596,462,2413,8721,9324,8778,5127,3343,410,402,5127,0
3100115,NORTH BEND CENTRAL PUBLIC SCHOOLS,31,28,24,12533,797,3253,8483,12025,10813,6359,3796,810,591,6359,0
3100122,SOUTH CENTRAL NE UNIFIED SYSTEM 5,31,28,24,17192,1290,4175,11727,15608,14349,7894,5856,922,733,7894,0
3100123,HIGH PLAINS COMMUNITY SCHOOLS,31,28,24,7370,219,1646,5505,6581,5663,3041,2150,473,212,3041,0
3100124,BRUNING-DAVENPORT UNIFIED SYSTEM,31,28,24,5768,175,1346,4247,5415,4692,2648,1854,457,181,2648,0
3100125,DILLER-ODELL PUBLIC SCHOOLS,31,28,24,6610,176,1636,4798,5928,5425,3101,2063,274,250,3101,0
3100132,THAYER CENTRAL COMMUNITY SCHOOLS,31,28,24,9561,630,2163,6768,9783,8076,4689,2976,1142,428,4689,0
3100179,HUMBOLDT TABLE ROCK STEINAUER SD 7,31,28,24,8813,599,2348,5866,8438,8095,5040,2817,32,298,5040,0
3100130,CROSS COUNTY COMMUNITY SCHOOLS,31,28,24,8783,196,2088,6499,7912,7329,4141,2916,215,380,4141,0
3180090,EDUCATIONAL SERV UNIT 9,31,28,24,8206,1902,1059,5245,7868,7825,3081,4744,43,0,3081,0
3175810,POTTER DIX SCHOOL DISTRICT 9,31,28,24,4319,148,1294,2877,4398,4109,2304,1551,129,165,2304,0
3172720,LEIGH SCH DIST 39,31,28,24,6422,256,1254,4912,7530,4801,2641,1718,2319,289,2641,0
3100080,ALMA SCH DIST 2,31,28,24,7442,579,2375,4488,7275,6853,4513,2125,289,382,4513,0
3180150,EDUCATIONAL SERV UNIT 15,31,28,24,2913,300,271,2342,2660,2623,843,1780,10,0,843,0
3174850,ONEILL CITY SCH DIST 7,31,28,24,18389,1099,4946,12344,15041,14187,9272,4450,551,826,9272,0
3100029,SUPERIOR CITY SCHOOL DISTRICT 11,31,28,24,9840,668,2517,6655,8794,7676,4483,2819,644,418,4483,0
3180110,EDUCATIONAL SERV UNIT 11,31,28,24,4095,191,143,3761,3778,3731,1298,2433,31,0,1298,0
3175960,RAVENNA CITY SCH DIST 69,31,28,24,9087,728,2295,6064,8849,7754,4462,2896,590,401,4462,0
3180100,EDUCATIONAL SERV UNIT 10,31,28,24,14835,2048,2550,10237,14139,13950,3387,10563,98,0,3387,0
3105520,CRAWFORD SCH DIST 71,31,28,24,4277,232,1006,3039,3845,3716,2120,1468,10,169,2120,0
3100110,SOUTH PLATTE SCHOOL DISTRICT,31,28,24,5797,718,1536,3543,5335,5084,2859,1954,43,230,2859,0
3175770,PONCA PUBLIC SCH DIST 1,31,28,24,8653,342,2874,5437,8141,7475,4473,2727,131,441,4473,0
3100109,SOUTHERN VALLEY SCHOOLS DISTRICT,31,28,24,10092,827,2185,7080,8990,8718,4744,3634,164,397,4744,0
3170220,ELWOOD SCH DIST 30,31,28,24,5167,168,1144,3855,4457,4225,2516,1532,125,184,2516,0
3177190,STERLING SCH DIST 33,31,28,24,4694,219,954,3521,4066,3794,2365,1280,34,224,2365,0
3100021,WAVERLY SCH DIST 145,31,28,24,37385,1475,9398,26512,32092,30212,17136,11781,1521,2134,17136,0
3177100,STAPLETON SCH DIST 501,31,28,24,4358,270,1293,2795,4006,3665,2147,1376,93,165,2147,0
3177550,SYRACUSE-DUNBAR SCH DIST 27,31,28,24,13793,733,3630,9430,11906,11383,7338,3588,289,784,7338,0
3171940,HOLDREGE CITY SCH DIST 44,31,28,24,19334,1244,4837,13253,17711,16730,9967,6085,697,1013,9967,0
3175510,PIERCE CITY SCH DIST 2,31,28,24,12575,837,3430,8308,10972,10055,6235,3303,552,675,6235,0
3176170,ROCK COUNTY SCH DIST 100,31,28,24,6332,253,1952,4127,7467,5189,3238,1577,1941,226,3238,0
3180060,EDUCATIONAL SERV UNIT 6,31,28,24,10661,1971,504,8186,10149,10088,4291,5797,26,0,4291,0
3175390,PENDER PUBLIC SCH DIST 1,31,28,24,9199,761,2524,5914,8509,7315,4400,2467,738,423,4400,0
3176380,SANDHILLS PUBLIC SCHOOL DIST 71,31,28,24,3575,112,761,2702,3788,3272,1726,1268,434,84,1726,0
3178020,VALENTINE RURAL HIGH SCH DISTRICT 6,31,28,24,13691,1269,3629,8793,13406,12899,7728,4673,107,611,7728,0
3100010,ANSELMO-MERNA SCH DIST 15,31,28,24,5407,345,1399,3663,4944,4756,2406,2069,38,246,2406,0
3172000,HOMER SCH DISTRICT 31,31,28,24,6975,387,2976,3612,7690,6681,4447,1980,703,444,4447,0
3109120,HAYES CENTER SCHOOL DIST 79,31,28,24,3848,118,785,2945,3595,3327,1680,1547,130,148,1680,0
3173560,MCPHERSON CO HIGH SCH DIST 90,31,28,24,2971,169,570,2232,4093,2364,1437,927,1598,52,1437,0
3104920,CENTRAL CITY SCH DIST 4,31,28,24,16009,1139,4063,10807,14325,13295,7662,4996,666,781,7662,0
3169840,DORCHESTER VLG SCH DI 44,31,28,24,4877,258,1298,3321,4589,4292,2830,1282,71,245,2830,0
3171220,GRETNA VIL SCH DIST 37,31,28,24,116080,2220,37183,76677,159677,88542,51018,33822,55353,6788,51018,0
3175270,PAPILLION-LAVISTA PUBLIC SCHOOL DIST 27,31,28,24,176179,6741,58666,110772,188396,154054,97209,50781,26376,12039,97209,0
3178810,WINNEBAGO SCH DIST 17,31,28,24,25616,12956,10940,1720,21578,18232,12346,5139,2129,638,12346,0
3172780,LEWISTON CONS SCH DIST 69,31,28,24,4827,249,1307,3271,5930,4002,2332,1455,1735,193,2332,0
3176470,SCOTTSBLUFF PUBLIC SCHOOL DIST 32,31,28,24,60842,8032,28023,24787,58615,51135,33105,15813,6238,3445,33105,0
3104200,BLUE HILL VILL SCHOOL DIST 74,31,28,24,6246,261,2401,3584,6345,5964,3873,1934,97,305,3873,0
3173740,MILLARD SCH DIST 17,31,28,24,328350,13911,121103,193336,341892,290294,180183,97598,45848,23300,180183,0
3100098,GERING PUBLIC SCH DIST 16,31,28,24,30167,3291,13652,13224,29647,25135,15652,8423,2932,2020,15652,0
3102910,ALLIANCE CITY SCH DIST 6,31,28,24,23147,2785,5850,14512,20504,18654,11568,6296,1456,1355,11568,0
3103130,ARLINGTON PUBLIC SCH DIST 24,31,28,24,12778,455,3944,8379,11976,11136,6814,3927,686,709,6814,0
3173440,MAYWOOD PUBLIC SCH DIST 46,31,28,24,4609,286,1225,3098,4296,4226,2329,1681,60,194,2329,0
3180040,EDUCATIONAL SERV UNIT 4,31,28,24,8042,632,3223,4187,7328,6924,3797,2971,191,0,3797,0
3100163,CHASE COUNTY SCHOOL DISTRICT 10,31,28,24,11930,454,2943,8533,11557,10081,6228,3090,1302,634,6228,0
3100157,PERKINS COUNTY SCHOOL DISTRICT 20,31,28,24,9592,620,2155,6817,9988,8061,4880,2795,1689,415,4880,0
3100170,GORDON-RUSHVILLE SCHOOL DISTRICT 10,31,28,24,11724,1178,2496,8050,11017,10833,6501,3779,129,534,6501,0
3100184,RIVERSIDE PUBLIC SCHOOL DISTRICT,31,28,24,6310,459,1487,4364,6520,5788,3442,2078,461,251,3442,0
3100185,CENTRAL VALLEY PUBLIC SCHOOLS,31,28,24,10726,738,2265,7723,9955,8719,5348,3061,968,339,5348,0
3100187,BOYD COUNTY SCHOOL DISTRICT,31,28,24,7243,665,1716,4862,7162,6453,3989,2053,376,322,3989,0
3100189,SUMMERLAND PUBLIC SCHOOLS,31,28,24,12016,994,2606,8416,10104,7888,4790,2771,688,438,4790,0
3200060,CLARK COUNTY SCHOOL DISTRICT,32,29,24,5590612,810194,3765966,1014452,5358992,4499519,2827716,1573389,692066,304565,2827716,12
3200120,ELKO COUNTY SCHOOL DISTRICT,32,29,24,180536,14375,161373,4788,150752,147161,83836,59355,2170,9888,83836,0
3200180,EUREKA COUNTY SCHOOL DISTRICT,32,29,24,16479,486,13037,2956,16743,12379,7161,5072,4292,325,7161,0
3200210,HUMBOLDT COUNTY SCHOOL DISTRICT,32,29,24,57218,8487,45134,3597,58085,54567,30554,22404,2966,3349,30554,0
3200300,LYON COUNTY SCHOOL DISTRICT,32,29,24,162089,16432,126993,18664,160488,136666,72102,59942,19902,9057,72102,0
3200420,PERSHING COUNTY SCHOOL DISTRICT,32,29,24,16956,1716,13103,2137,17736,15493,7288,7710,1145,656,7288,0
3200480,WASHOE COUNTY SCHOOL DISTRICT,32,29,24,1120859,123719,835256,161884,1060015,886621,473960,367166,119173,63777,473960,0
3200240,LANDER COUNTY SCHOOL DISTRICT,32,29,24,19594,2382,16767,445,17482,17157,9095,7588,281,1077,9095,0
3200030,CHURCHILL COUNTY SCHOOL DISTRICT,32,29,24,56171,6946,42319,6906,54687,49817,27147,20826,3309,3283,27147,0
3200090,DOUGLAS COUNTY SCHOOL DISTRICT,32,29,24,79058,5828,67438,5792,85498,79247,40066,36643,5522,5032,40066,0
3200150,ESMERALDA COUNTY SCHOOL DISTRICT,32,29,24,4046,341,3432,273,4737,3463,1391,1922,1077,89,1391,0
3200270,LINCOLN COUNTY SCHOOL DISTRICT,32,29,24,19277,1611,17343,323,18406,17469,9401,7341,536,959,9401,0
3200330,MINERAL COUNTY SCHOOL DISTRICT,32,29,24,15088,3617,10632,839,13423,13177,5836,6787,114,594,5836,0
3200450,STOREY COUNTY SCHOOL DISTRICT,32,29,24,14459,682,11301,2476,11342,10540,4440,5945,751,400,4440,0
3200510,WHITE PINE COUNTY SCHOOL DISTRICT,32,29,24,29780,3204,24250,2326,29934,25540,16028,9467,3000,1282,16028,0
3200360,NYE COUNTY SCHOOL DISTRICT,32,29,24,103429,15287,85078,3064,115686,105529,52197,49790,9481,5657,52197,0
3200390,CARSON CITY SCHOOL DISTRICT,32,29,24,125317,15533,95209,14575,120811,109148,62875,44046,7288,7484,62875,0
3301860,BERLIN CITY SCHOOL DISTRICT,33,30,24,26599,4841,11619,10139,26664,25798,15477,9488,849,1018,15477,13
3305820,PORTSMOUTH CITY SCHOOL DISTRICT,33,30,24,67570,4479,12962,50129,67768,66465,43554,21783,1136,2449,43554,0
3301620,BARNSTEAD SCHOOL DISTRICT,33,30,24,15396,980,4265,10151,15891,10426,5672,4474,1098,487,5672,0
3303210,GILMANTON TOWN SCH DIST,33,30,24,12345,641,2665,9039,12448,8612,5088,3313,63,360,5088,0
3301350,ALBANY TOWN SCH DIST,33,30,24,1584,36,760,788,1711,158,9,149,9,0,9,0
3302850,EATON TOWN SCH DIST,33,30,24,999,6,215,778,930,91,5,86,0,0,5,0
3303120,FREEDOM TOWN SCH DIST,33,30,24,4221,306,1267,2648,4135,2098,823,1235,480,48,823,0
3304560,MADISON TOWN SCH DIST,33,30,24,8108,371,2221,5516,7991,5412,3057,2224,171,115,3057,0
3304620,MARLBOROUGH TOWN SCH DIST,33,30,24,5472,363,1895,3214,5659,4100,2098,1843,38,157,2098,0
3306390,STODDARD TOWN SCH DIST,33,30,24,3592,148,776,2668,3622,1723,776,898,38,54,776,42
3302940,ERROL TOWN SCH DIST,33,30,24,559,71,164,324,554,426,193,194,17,13,193,0
3305700,PITTSBURG SCH DIST,33,30,24,3814,272,637,2905,3646,3501,1721,1711,131,77,1721,0
3302870,ELLSWORTH SCHOOL DIST 162,33,30,24,237,11,82,144,228,32,12,20,0,0,12,0
3302100,CAMPTON TOWN SCH DIST,33,30,24,8652,915,1951,5786,8671,7881,5242,2417,595,282,5242,0
3304290,LISBON REGIONAL SCH DIST,33,30,24,8735,1874,2960,3901,9057,7637,4778,2686,1282,279,4778,7
3306870,WARREN TOWN SCH DIST,33,30,24,2819,376,992,1451,2753,2273,1048,1156,41,71,1048,0
3304260,LINCOLN-WOODSTOCK COOP SCHOOL DIST,33,30,24,9425,1019,2685,5721,9235,8314,5040,3060,875,249,5040,68
3301470,AMHERST SCHOOL DISTRICT,33,30,24,32989,690,6044,26255,31549,31118,19051,11346,399,1343,19051,0
3303240,GOFFSTOWN SCH DIST,33,30,24,51081,2441,11545,37095,52000,50103,32330,16429,1437,2798,32330,0
3303840,HOLLIS TOWN SCH DIST,33,30,24,16370,328,2950,13092,17106,14761,9153,5305,2138,681,9153,0
3304350,LITCHFIELD SCHOOL DISTRICT,33,30,24,26160,751,7802,17607,24784,23215,12533,10026,1046,1177,12533,77
3305550,PELHAM SCH DIST,33,30,24,38629,1085,8137,29407,44773,34023,19006,14091,9080,1648,19006,271
3301380,ALLENSTOWN SCHOOL DISTRICT,33,30,24,13102,1462,5215,6425,26112,9696,5114,4361,13483,336,5114,17
3302910,EPSOM TOWN SCH DIST,33,30,24,13573,648,3738,9187,13590,10491,5995,4217,118,374,5995,0
3303480,HAMPSTEAD SCHOOL DIST,33,30,24,32943,719,6045,26179,32666,26069,17619,8040,684,817,17619,877
3301650,BARRINGTON SCH DIST,33,30,24,29132,1018,7136,20978,29082,19949,11210,8315,635,972,11210,136
3306750,UNITY SCHOOL DIST,33,30,24,3951,380,1279,2292,3604,2592,1400,1092,34,93,1400,0
3304980,NASHUA CITY SCHOOL DISTRICT,33,30,24,217827,30536,78934,108357,249430,193238,118169,69422,50979,9863,118169,0
3303090,FRANKLIN SCHOOL DISTRICT,33,30,24,22357,6029,10341,5987,22697,20084,10926,8430,2375,893,10926,245
3302640,DOVER SCHOOL DISTRICT,33,30,24,89498,7472,23349,58677,84352,77368,49985,25670,3413,3644,49985,0
3305940,ROCHESTER CITY SCHOOL DISTRICT,33,30,24,100872,11594,44141,45137,83163,80094,48832,29226,2451,3855,48832,10
3304960,MOULTONBOROUGH SCH DIST,33,30,24,19526,752,6828,11946,17693,17304,10250,6775,324,477,10250,0
3302280,CHESTERFIELD SCHOOLS,33,30,24,8777,326,1908,6543,8983,6625,3535,2939,116,249,3535,0
3304030,JAFFREY RINDGE SCH DIST,33,30,24,31681,1872,8128,21681,29741,28358,16499,11203,903,1234,16499,381
3304650,MARLOW TOWN SCH DIST,33,30,24,2157,54,851,1252,2132,1479,835,636,56,58,835,0
3307020,WESTMORELAND SCH DIST,33,30,24,3843,154,1057,2632,3802,2939,1543,1258,16,117,1543,0
3302730,DUMMER TOWN SCH DIST,33,30,24,865,11,175,679,876,227,10,217,1,0,10,0
3300035,GORHAM RANDOLPH SHELBURNE COOP SCHOOL DISTRICT,33,30,24,10294,350,3258,6686,9635,9125,5482,3308,451,372,5482,467
3301890,BETHLEHEM TOWN SCH DIST,33,30,24,4095,440,1010,2645,3719,3703,2363,1207,16,140,2363,0
3303660,HAVERHILL COOP SCHOOL DIST,33,30,24,17888,2717,5442,9729,17375,15005,8495,6190,1747,664,8495,0
3304500,LYME SCH DIST,33,30,24,8750,176,1318,7256,8432,6004,3637,2257,96,196,3637,0
3306990,WENTWORTH TOWN SCH DIST,33,30,24,2602,224,966,1412,2340,2323,1441,801,9,75,1441,77
3302760,DUNBARTON SCH DIST,33,30,24,9499,225,2221,7053,9306,4996,3091,1809,138,242,3091,0
3303720,HILL SCHOOL DISTRICT,33,30,24,2679,284,754,1641,2558,1407,648,684,153,65,648,0
3303900,HOPKINTON SCH DIST,33,30,24,24413,867,4367,19179,23928,22971,14495,7956,560,956,14495,1
3301590,AUBURN TOWN SCH DIST,33,30,24,17047,526,4295,12226,17373,13262,8309,4686,253,658,8309,898
3302250,CHESTER TOWN SCH DIST,33,30,24,14925,393,3990,10542,14918,11218,6504,4486,259,518,6504,336
3302790,EAST KINGSTON TOWN SCH,33,30,24,3514,105,707,2702,3416,3386,2072,1230,30,118,2072,0
3303150,FREMONT TOWN SCH DIST,33,30,24,12529,473,2630,9426,12617,8748,4943,3615,56,366,4943,19
3303510,HAMPTON TOWN SCH DIST,33,30,24,27810,1176,4923,21711,27131,24982,14899,9557,1121,905,14899,0
3304410,LONDONDERRY SCHOOL DISTRICT,33,30,24,90478,2544,20025,67909,90851,87031,52242,33125,3107,4024,52242,20
3305430,NORTHWOOD TOWN SCH DIST,33,30,24,14071,529,3474,10068,14105,10557,6502,3852,17,407,6502,269
3306030,RYE SCHOOL DIST,33,30,24,17433,266,4645,12522,17807,12938,7647,5077,1525,401,7647,0
3306060,SALEM SCHOOL DIST,33,30,24,89754,4922,20899,63933,89419,74415,46484,26036,11797,3558,46484,0
3306480,STRATHAM TOWN SCH DIST,33,30,24,14993,349,2385,12259,14686,14393,9639,4449,293,520,9639,0
3306080,SANBORN REGIONAL SCHOOL DISTRICT,33,30,24,39547,1592,6855,31100,37189,34060,19956,13362,895,1353,19956,0
3303000,FARMINGTON TOWN SCH DIST,33,30,24,18061,3272,7326,7463,17985,17456,10115,6970,462,760,10115,0
3303303,LEMPSTER SCHOOL DISTRICT,33,30,24,3715,341,1062,2312,4082,3315,2013,1221,35,125,2013,0
3306900,WASHINGTON TOWN SCH DIST,33,30,24,3158,164,580,2414,3064,1709,679,984,0,40,679,0
3302510,COOS COUNTY SCHOOL DISTRICT,33,30,24,65,0,28,37,22,22,0,22,0,0,0,0
3306240,SOMERSWORTH CITY SCHOOL DISTRICT,33,30,24,35649,4747,12306,18596,34934,31216,18813,11430,2940,1352,18813,0
3306180,SHAKER REGIONAL SCH DIST,33,30,24,26848,1769,7923,17156,27131,25841,15129,10012,1079,1133,15129,0
3305790,PLYMOUTH TOWN SCH DIST,33,30,24,11251,1567,3383,6301,11074,9905,6463,3189,857,384,6463,0
3300017,EXETER REGION COOPERATIVE SCHOOL DISTRICT,33,30,24,69032,1911,13971,53150,67176,63337,42057,20505,870,2312,42057,0
3304590,MANCHESTER CITY SCHOOL DISTRICT,33,30,24,288115,60736,123285,104094,270835,233052,150268,76292,34659,11980,150268,0
3301440,ALTON TOWN SCH DIST,33,30,24,16570,517,3818,12235,16651,11815,7650,3896,356,422,7650,0
3303960,INTER LAKES COOP SCH DIST,33,30,24,31958,1884,6752,23322,32183,30260,15735,14116,1700,934,15735,0
3301680,BARTLETT TOWN SCH DIST,33,30,24,8336,446,2598,5292,8478,5876,2775,2898,177,171,2775,0
3302200,CHATHAM TOWN SCH DIST,33,30,24,1092,14,200,878,825,122,9,113,0,0,9,0
3302490,CONWAY TOWN SCH DIST,33,30,24,39527,3689,7354,28484,38355,36734,19128,16839,1433,1524,19128,0
3303990,JACKSON TOWN SCH DIST,33,30,24,3137,47,903,2187,2855,1875,702,1132,17,38,702,0
3303330,GOVERNOR WENTWORTH REG SCHOOL DIST,33,30,24,62591,5319,17035,40237,61893,55453,36348,17928,3629,2121,36348,0
3303630,HARRISVILLE SCH DIST,33,30,24,2360,82,464,1814,2272,1760,706,1000,33,47,706,0
3303780,HINSDALE SCH DIST,33,30,24,15309,1531,5993,7785,14711,14395,7822,6268,235,524,7822,0
3304050,KEENE SCHOOL DISTRICT,33,30,24,74109,5985,19541,48583,72911,64376,37459,24889,6933,3044,37459,0
3305010,NELSON TOWN SCH DIST,33,30,24,2290,119,368,1803,2273,1694,855,834,44,63,855,0
3307140,WINCHESTER SCH DIST,33,30,24,13472,1842,5299,6331,13128,9676,4614,4806,616,368,4614,6
3302990,FALL MOUNTAIN REGIONAL SCHOOL DIST,33,30,24,37067,4173,12148,20746,37357,36055,21968,13155,1000,1424,21968,464
3304890,MONADNOCK REGIONAL SCHOOL DIST,33,30,24,38270,4452,14146,19672,41813,38082,22956,13864,3163,1600,22956,0
3302400,COLEBROOK SCH DIST,33,30,24,7516,720,2387,4409,7499,7212,3643,3393,230,304,3643,0
3302430,COLUMBIA SCH DIST,33,30,24,1165,7,477,681,1324,205,26,179,1,0,26,0
3305400,NORTHUMBERLAND TOWN SCH DIST,33,30,24,7574,1304,3013,3257,7382,7074,3775,3098,275,307,3775,12
3306330,STARK SCHOOL DISTRICT,33,30,24,1370,100,460,810,1268,742,357,345,78,29,357,0
3306450,STRATFORD TOWN SCH DIST,33,30,24,2666,438,1023,1205,2740,2191,984,1133,156,57,984,0
3307050,WHITE MTS REGIONAL SCHOOL DIST,33,30,24,26425,3717,9686,13022,26648,25365,13259,11420,1212,979,13259,212
3304800,MILAN TOWN SCHOOL DIST,33,30,24,4260,257,1504,2499,3937,2337,1035,1187,260,116,1035,7
3301710,BATH TOWN SCH DIST,33,30,24,3189,174,888,2127,3126,1920,972,891,41,47,972,0
3301830,BENTON TOWN SCH DIST,33,30,24,646,54,202,390,658,258,157,101,0,0,157,0
3303600,HANOVER SCH DIST,33,30,24,14670,242,5712,8716,13754,12880,9295,3367,565,438,9295,0
3303810,HOLDERNESS TOWN SCH DIST,33,30,24,5234,213,1086,3935,4880,4677,2724,1857,200,150,2724,0
3304170,LANDAFF TOWN SCH DIST,33,30,24,1101,53,226,822,1188,522,291,231,0,24,291,0
3304380,LITTLETON TOWN SCH DIST,33,30,24,20707,3908,6597,10202,20118,17306,9837,7116,2468,606,9837,0
3304920,MONROE TOWN SCH DIST,33,30,24,4105,166,691,3248,4292,3269,1785,1360,45,88,1785,0
3305670,PIERMONT TOWN SCH DIST,33,30,24,3019,95,810,2114,2557,2076,1048,982,17,59,1048,0
3306660,THORNTON TOWN SCH DIST,33,30,24,6188,665,1027,4496,6427,5778,3742,1936,583,173,3742,0
3399965,PEMI-BAKER COOP SCHOOL DIST,33,30,24,18569,1982,4484,12103,18294,15632,9219,6025,2534,647,9219,0
3306260,SOUHEGAN COOP DISTRICT,33,30,24,20000,310,3685,16005,19292,18896,11737,6721,305,697,11737,539
3302670,DRESDEN SCHOOL DIST,33,30,24,33163,244,471,32448,33473,28086,18322,8835,3037,1050,18322,43
3304150,LAFAYETTE REGIONAL SCH DIST,33,30,24,3388,286,579,2523,3346,3194,1702,1417,135,94,1702,0
3306910,WATERVILLE VALLEY SCHOOL DIST,33,30,24,1831,71,670,1090,1806,1532,863,669,91,43,863,0
3304740,MERRIMACK TOWN SCHOOL DISTRICT,33,30,24,85889,2374,17758,65757,87221,81575,50823,29283,4004,3544,50823,0
3303930,HUDSON TOWN SCH DIST,33,30,24,65029,3241,15909,45879,65424,62503,36651,24202,2583,3025,36651,0
3304950,MONT VERNON SCHOOL DISTRICT,33,30,24,6232,180,1451,4601,6154,4709,2808,1785,26,232,2808,0
3306930,WEARE SCHOOL DISTRICT,33,30,24,18234,1060,6921,10253,17420,17098,10220,6470,232,825,10220,0
3307200,WINDSOR TOWN SCH DIST,33,30,24,396,0,119,277,366,26,0,26,0,0,0,0
3303850,HOLLIS-BROOKLINE COOP 260,33,30,24,28083,475,5944,21664,26605,25665,15844,9214,744,1116,15844,680
3302480,CONTOOCOOK VALLEY SCH DISTRICT,33,30,24,56543,3594,12467,40482,57734,55172,33952,19951,2557,1951,33952,0
3304670,MASCENIC REGIONAL SCHOOL DISTRICT,33,30,24,20167,1382,7247,11538,19082,18603,10045,8069,172,882,10045,0
