ceeb,school_name,state,sector,score_default,tier_default,score_B_qualdensity,tier_B_qualdensity,score_v4_candidate,tier_v4_candidate,ap_qualifying_density
120090,President Theodore Roosevelt High School,HI,public,-0.014027494600540013,Demanding,-0.13601152486916737,Average,-0.12817418864823282,Average,2.412765225938464
120095,Sacred Hearts Academy HS,,private,0.38114918790828517,Demanding,0.3952539634593046,Demanding,0.3952539634593046,Demanding,2.379202352214793
120100,Saint Andrews Priory School,,private,0.5344099923556128,Very Demanding,0.43577899968300204,Demanding,0.43577899968300204,Demanding,2.069282800117048
120105,St Francis School,,private,,,,,,,
120110,Saint Louis School,,private,-0.1318184638305215,Average,-0.0298392347206416,Demanding,-0.0298392347206416,Average,1.2136028588941228
120117,Varsity International School,,private,,,,,,,
120125,Governor Wallace Rider Farrington High School,HI,public,-0.47004332210057015,Average,-0.4677294173441837,Average,-0.4410245871639264,Average,0.8068157254564267
120126,Elite Element Academy,,private,,,,,,,
120130,Molokai High School,HI,public,-0.15798133221087185,Average,-0.15798133221087185,Average,-0.10692051891816601,Average,
120135,Kahuku High & Intermediate School,HI,public,-0.33153554630199183,Average,-0.318850269899634,Average,-0.292282203961582,Average,1.3396437787539661
120140,West Hawaii Explorations Academy,HI,public,-0.3532265929458671,Average,-0.3532265929458671,Average,-0.2426829598513641,Average,
120142,Kailua Christian Academy,,private,,,,,,,
120143,Kalaheo High School,HI,public,-0.14777584796356943,Average,-0.15800825116789463,Average,-0.14447184675515354,Average,2.008212122114096
120144,Redemption Academy,,private,,,,,,,
120150,Hawaii Preparatory Academy,,private,0.874897850593478,Very Demanding,0.8686957755329261,Very Demanding,0.8686957755329261,Very Demanding,3.268097534575277
120152,Parker School (Waimea),,private,0.6899788672184761,Very Demanding,0.6753445505260598,Very Demanding,0.6753445505260598,Demanding,3.321684663111123
120155,Castle High School,HI,public,-0.3478241166032202,Average,-0.3478241166032202,Average,-0.2699793572150173,Average,
120159,Koolau Baptist Academy,,private,,,,,,,
120160,Kapaa High School,HI,public,-0.6238553982131136,Average,-0.6238553982131136,Average,-0.4975343561729765,Average,
120161,Kapolei High School,HI,public,-0.204455571928266,Average,-0.204455571928266,Average,-0.12902446439120102,Average,
120162,Island Pacific Academy,,private,-0.09926510749346293,Demanding,-0.043394261366415464,Demanding,-0.043394261366415464,Average,1.3543035966304493
120165,Konawaena High School,HI,public,-0.6604936759861888,Average,-0.6443913733375203,Average,-0.6103325828507354,Below Average,0.8108767137347543
120167,Keaau High School,HI,public,-0.7208805889751473,Average,-0.67200965424258,Average,-0.6218134768452559,Below Average,0.6471457656205661
120170,Kohala High School,HI,public,-0.5313833780163065,Average,-0.47374678367194356,Average,-0.45333573636721686,Average,0.3126537820138401
120171,West Side Christian Academy,,private,,,,,,,
120172,Kula High And Intermediate Sch,,private,,,,,,,
120174,Kealakehe High School,HI,public,-0.3182823212160743,Average,-0.2612812296825514,Average,-0.2349663499164065,Average,2.007517473343719
120175,Lahainaluna High School,HI,public,-0.6121851987243527,Average,-0.656656155955286,Average,-0.6287338908899314,Below Average,0.8191110921913489
120177,Kahili Adventist School,,private,,,,,,,
120181,Olelo Christian Academy,,private,,,,,,,
120183,Haleakala Waldorf School,,private,1.3033529082922244,Very Demanding,1.3033529082922244,Very Demanding,1.3033529082922244,Very Demanding,
120184,American Renaissance Academy,,private,,,,,,,
120185,Kailua High School,HI,public,-0.36025273560866883,Average,-0.42118545709713007,Average,-0.39186601702634344,Average,1.3114509528118135
120186,Trinity Christian School,,private,-1.9598021738697762,Below Average,-1.9598021738697762,Below Average,-1.9598021738697762,Below Average,
120187,Ho Omana Hou High School,,private,,,,,,,
120188,Maui Preparatory Academy,,private,0.7759941243245466,Very Demanding,0.8135750585243348,Very Demanding,0.8135750585243348,Very Demanding,2.1308150968066992
120192,Island School,,private,0.9470499678157113,Very Demanding,0.8126156230942718,Very Demanding,0.8126156230942718,Very Demanding,2.530026348005504
120194,St Francis School-Kauai Campus,,private,,,,,,,
120195,Kauai High School,HI,public,-0.32583675514551713,Average,-0.31420567687883005,Average,-0.3088113243939241,Average,1.1145975326002975
120196,Kaahumanu Hou Christian School,,private,,,,,,,
120197,Mililani High School,HI,public,-0.045761261627884686,Demanding,-0.07276294682912775,Demanding,-0.0651063751368425,Average,2.3778119785587104
120198,Seabury Hall,,private,0.9222431718987647,Very Demanding,1.3144536955897628,Very Demanding,1.3144536955897628,Very Demanding,4.794910415263417
120199,Nanakuli High & Intermediate School,HI,public,-1.005409372309106,Below Average,-1.005409372309106,Below Average,-0.8744768627087584,Below Average,
120200,Kulanihakoi High School,HI,public,,,,,,,
120205,Pahoa High & Intermediate School,HI,public,-1.0085734076675845,Below Average,-1.0085734076675845,Below Average,-0.8652481232934287,Below Average,
120207,Maui Christian Academy,,private,,,,,,,
120213,Pearl City High School,HI,public,-0.6395323884299873,Average,-0.6753413328613693,Average,-0.6507183353968253,Below Average,0.8675531460306222
120214,Hanalani Schools,,private,0.00735909348038851,Demanding,0.009758647758709237,Demanding,0.009758647758709237,Demanding,1.7881049752720954
120215,Leilehua High School,HI,public,-0.6566066240685401,Average,-0.6142625175141141,Average,-0.585691088375405,Average,0.9393706802349688
120216,Assets High School,,private,,,,,,,
120217,Kamehameha Schools Maui,,private,-0.36892659423430907,Average,-0.47260192075725277,Average,-0.47260192075725277,Average,0.5857100759546663
120218,King Kekaulike High School,HI,public,-0.47614828646023016,Average,-0.4330823571643696,Average,-0.40944190064722524,Average,1.4912841374538497
120220,Waialua High & Intermediate School,HI,public,-0.19130791399136718,Average,-0.19996355429182186,Average,-0.1710493479889297,Average,1.238557880936999
120221,Maili Bible High School,,private,,,,,,,
120222,Waianae High School,HI,public,-0.6254263619093473,Average,-0.6254263619093473,Average,-0.486129801113191,Average,
120223,Hoala School,,private,,,,,,,
120224,Maikai Loa Christian Academy,,private,,,,,,,
120225,Henry Perrine Baldwin High School,HI,public,-0.3735841098915254,Average,-0.3424134986733832,Average,-0.32061839708959544,Average,1.2238718005022875
120235,Saint Anthony Jr-Sr HS,,private,,,,,,,
120237,Olomana School,HI,public,0.7911892567880738,Very Demanding,0.7911892567880738,Very Demanding,0.7911892567880738,Very Demanding,
120240,Waimea High School,HI,public,-0.16350755777438775,Average,-0.16350755777438775,Average,-0.1014659290917953,Average,
120243,Lanakila Baptist High School,,private,,,,,,,
120245,Waipahu High School,HI,public,-0.6356629314063701,Average,-0.6797421332469712,Average,-0.6650225971764074,Below Average,0.6752015235546747
125745,International Global Academy,,private,,,,,,,
130000,ABERDEEN HIGH SCHOOL,ID,public,-0.1103205600164042,Demanding,-0.1103205600164042,Demanding,0.022773360405627587,Demanding,
130003,Novitas Academy,,private,,,,,,,
130005,AMERICAN FALLS HIGH SCHOOL,ID,public,1.726262923495129,Most Demanding,1.726262923495129,Most Demanding,1.2740319158648545,Very Demanding,
130007,Idaho Learning Center Academy,,private,,,,,,,
130008,One Stone,,private,0.17392547906985317,Demanding,0.17392547906985317,Demanding,0.17392547906985317,Demanding,
130010,BUTTE COUNTY MIDDLE/HIGH SCHOOL,ID,public,0.3026367041964615,Demanding,0.3026367041964615,Demanding,0.19821264895576457,Demanding,
130011,Grace Lutheran School,,private,-0.883660972564991,Below Average,-1.2087464131665917,Below Average,-1.2087464131665917,Below Average,0.5431343589859989
130013,Wisdom Ranch School,,private,,,,,,,
130015,MARSH VALLEY HIGH SCHOOL,ID,public,1.2371714174855124,Very Demanding,1.2371714174855124,Very Demanding,0.7183125656958356,Very Demanding,
130020,NORTH FREMONT JR/SR HIGH SCHOOL,ID,public,-0.452054466564013,Average,-0.452054466564013,Average,-0.21807498457286253,Average,
130023,Sage School,,private,,,,,,,
130025,NORTH GEM HIGH SCHOOL,ID,public,-0.06451858816677009,Demanding,-0.06451858816677009,Demanding,0.05139152781216992,Demanding,
130026,Northwest Academy,,private,,,,,,,
130027,Boulder Creek Academy,,private,,,,,,,
130028,INSIGHT SCHOOL OF IDAHO,ID,public,-0.7836295695178441,Below Average,-0.7836295695178441,Below Average,-0.5673633980964452,Average,
130031,INDEPENDENCE ALTERNATIVE HIGH SCHOOL,ID,public,1.527476011202903,Most Demanding,1.527476011202903,Most Demanding,0.5775862589420172,Demanding,
130035,BLACKFOOT HIGH SCHOOL,ID,public,0.8403771782363711,Very Demanding,0.8403771782363711,Very Demanding,0.39056347723714735,Demanding,
130041,BISHOP KELLY HIGH SCHOOL,ID,private,0.5164742776222109,Very Demanding,0.458196477673235,Demanding,0.3395909710878586,Demanding,2.7429110585537697
130042,BOISE SENIOR HIGH SCHOOL,ID,public,0.727334784602104,Very Demanding,0.8941860392071017,Very Demanding,0.8276160085249958,Very Demanding,3.6080293373654744
130043,BORAH SENIOR HIGH SCHOOL,ID,public,0.2314642476867354,Demanding,0.2271994948000874,Demanding,0.20924796570116544,Demanding,2.2310292668051415
130045,Cole Valley Christian HS,,private,,,,,,,
130046,CAPITAL SENIOR HIGH SCHOOL,ID,public,0.339183251689863,Demanding,0.37816323778519684,Demanding,0.33718749686469524,Demanding,2.3998239831436665
130047,Maranatha Christian School,,private,,,,,,,
130048,Community Chrstn Learning Ctr.,,private,,,,,,,
130051,Rocky Mountain Academy,,private,,,,,,,
130052,ROCKY MOUNTAIN HIGH SCHOOL,ID,public,0.7883421038049082,Very Demanding,0.7883421038049082,Very Demanding,0.54955206046375,Demanding,
130054,TIMBERLINE HIGH SCHOOL,ID,public,0.6074479942636148,Very Demanding,0.7923115914847362,Very Demanding,0.7923115914847362,Very Demanding,3.465468870877997
130055,BONNERS FERRY HIGH SCHOOL,ID,public,-0.5345303918287851,Average,-0.5798763709828212,Average,-0.5635406691106192,Average,0.8690052260778821
130056,Vanguard Military Academy,,private,,,,,,,
130057,Sheridan Academy,,private,,,,,,,
130060,Riverstone International Sch,,private,0.6592250769216204,Very Demanding,0.6592250769216204,Very Demanding,0.6592250769216204,Demanding,
130065,BUHL HIGH SCHOOL,ID,public,-0.3760681054667428,Average,-0.3760681054667428,Average,-0.25142315424774053,Average,
130066,Clear Lakes Christian Academy,,private,,,,,,,
130067,American Heritage Academy,,private,,,,,,,
130068,Burley Christian Academy,,private,,,,,,,
130069,Calvary Christian School,,private,,,,,,,
130070,BURLEY SENIOR HIGH SCHOOL,ID,public,-0.21261110292262536,Average,-0.21261110292262536,Average,-0.11773317545969048,Average,
130073,CALDWELL SENIOR HIGH SCHOOL,ID,public,-0.567280860642737,Average,-0.5184788617651251,Average,-0.47740636918780893,Average,0.7015479123230464
130075,Gem State Academy,,private,,,,,,,
130076,Centennial Baptist School,,private,,,,,,,
130077,Grace Christian Academy,,private,,,,,,,
130080,VALLIVUE HIGH SCHOOL,ID,public,-0.3770313628768033,Average,-0.3507275056234664,Average,-0.3506423446668094,Average,1.1236043963442002
130085,CAMBRIDGE MIDDLE/HIGH SCHOOL,ID,public,0.1642253573149592,Demanding,0.1642253573149592,Demanding,-0.006664021295673058,Average,
130095,CASCADE JR/SR HIGH SCHOOL,ID,public,-0.06128569001975944,Demanding,-0.06128569001975944,Demanding,-0.10331161301055249,Average,
130096,Alzar School,,private,,,,,,,
130105,CHALLIS JR/SR HIGH SCHOOL,ID,public,-0.4884476492804906,Average,-0.4884476492804906,Average,-0.2920356928386798,Average,
130110,CLARK FORK JR/SR HIGH SCHOOL,ID,public,-0.16176004299008478,Average,-0.16176004299008478,Average,-0.19155254889855347,Average,
130112,Elk Mountain Academy,,private,,,,,,,
130113,Southside Christian School,,private,,,,,,,
130115,COEUR D'ALENE CHARTER ACADEMY SCHOOL,ID,public,0.49583227263631247,Demanding,0.4226922950569203,Demanding,0.3641301607587463,Demanding,2.9050748392594867
130116,Grace Bible Academy,,private,,,,,,,
130119,LAKE CITY HIGH SCHOOL,ID,public,-0.11877105804380388,Average,-0.17979830345356662,Average,-0.18192936754254602,Average,1.2926597743866775
130120,COEUR D'ALENE HIGH SCHOOL,ID,public,0.04775825422228254,Demanding,-0.07581951795858949,Demanding,-0.06266081203074525,Average,1.9655509231176704
130121,North Idaho Christian HS,,private,,,,,,,
130125,PRAIRIE JR/SR HIGH SCHOOL,ID,public,0.576762944460796,Very Demanding,0.576762944460796,Very Demanding,0.15695534002612435,Demanding,
130128,Kootenai Bridge Academy,,private,,,,,,,
130132,Council Christian Academy,,private,,,,,,,
130134,Berean Christian Academy,,private,,,,,,,
130135,COUNCIL JR/SR HIGH SCHOOL,ID,public,-0.12229858275373168,Average,-0.12229858275373168,Demanding,0.11168089923741882,Demanding,
130150,WEST SIDE SENIOR HIGH SCHOOL,ID,public,0.8176464108438296,Very Demanding,0.8176464108438296,Very Demanding,0.6250526995005423,Demanding,
130156,Coeur D Alene Hockey Academy,,private,,,,,,,
130158,Classical Learning CLRC Online Academy,,private,,,,,,,
130160,DECLO SENIOR HIGH SCHOOL,ID,public,0.32315062147688234,Demanding,0.32315062147688234,Demanding,0.10078838207114571,Demanding,
130170,TETON HIGH SCHOOL,ID,public,-0.3421820129217822,Average,-0.3421820129217822,Average,-0.27998439994238844,Average,
130176,EAGLE ACADEMY,ID,public,0.5405469175547712,Very Demanding,0.5405469175547712,Very Demanding,0.1546166473785321,Demanding,
130177,EAGLE HIGH SCHOOL,ID,public,0.3831824312910271,Demanding,0.20810051986508749,Demanding,0.09811153443551496,Demanding,2.0427666502552912
130181,IDAHO FINE ARTS ACADEMY,ID,public,0.5135082196104749,Very Demanding,0.5135082196104749,Demanding,0.3366030147612178,Demanding,
130182,Hall International Academy,,private,,,,,,,
130190,EMMETT HIGH SCHOOL,ID,public,0.9378058344096037,Very Demanding,0.3993098446704123,Demanding,0.30588643231585166,Demanding,0.7953142046527475
130195,CAMAS COUNTY HIGH SCHOOL,ID,public,0.36955157137057637,Demanding,0.36955157137057637,Demanding,0.2729368285275374,Demanding,
130205,FILER HIGH SCHOOL,ID,public,0.1012949363600024,Demanding,0.1012949363600024,Demanding,0.08071686522882707,Demanding,
130210,FIRTH HIGH SCHOOL,ID,public,-0.6935602141152447,Average,-0.6935602141152447,Average,-0.5281604128956218,Average,
130212,Shoshone Bannock High School,,private,,,,,,,
130215,FRUITLAND HIGH SCHOOL,ID,public,0.3557170341604681,Demanding,0.3557170341604681,Demanding,0.26606324103443335,Demanding,
130222,Project Patch School,,private,,,,,,,
130225,CASSIA JR/SR HIGH SCHOOL,ID,public,0.8096535272729473,Very Demanding,0.8096535272729473,Very Demanding,0.2699480515434647,Demanding,
130230,GLENNS FERRY HIGH SCHOOL,ID,public,-1.1124970905961777,Below Average,-1.1124970905961777,Below Average,-0.8785176086050275,Below Average,
130235,GOODING HIGH SCHOOL,ID,public,-0.47012642234879976,Average,-0.47012642234879976,Average,-0.5282636571038255,Average,
130236,GOODING ALTERNATIVE LEARNING CENTER,ID,public,-0.08101790666154689,Demanding,-0.08101790666154689,Demanding,-0.11176827728560425,Average,
130240,GRACE JR/SR HIGH SCHOOL,ID,public,0.08253970554982736,Demanding,0.08253970554982736,Demanding,0.04632405613730984,Demanding,
130245,RIMROCK JR/SR HIGH SCHOOL,ID,public,0.2762930599268445,Demanding,0.2762930599268445,Demanding,0.29560096735033964,Demanding,
130250,GRANGEVILLE HIGH SCHOOL,ID,public,0.22257174418814407,Demanding,0.22257174418814407,Demanding,0.05685738877730343,Demanding,
130260,Greenleaf Friends Academy,,private,,,,,,,
130270,WOOD RIVER HIGH SCHOOL,ID,public,0.3128717316238496,Demanding,0.3587880361984337,Demanding,0.3493559838457203,Demanding,2.529927922615851
130271,SILVER CREEK HIGH SCHOOL,ID,public,-0.2767796798851621,Average,-0.2767796798851621,Average,-0.0428001978940116,Average,
130275,HANSEN JR/SR HIGH SCHOOL,ID,public,2.628957637165289,Most Demanding,2.628957637165289,Most Demanding,1.465782954678615,Very Demanding,
130280,KOOTENAI JR/SR HIGH SCHOOL,ID,public,-0.8128697358902848,Below Average,-0.8128697358902848,Below Average,-0.6339892913714991,Below Average,
130284,Homedale Christian School,,private,,,,,,,
130285,HOMEDALE HIGH SCHOOL,ID,public,0.8295269590745896,Very Demanding,0.8295269590745896,Very Demanding,0.3867344656668578,Demanding,
130287,HORSESHOE BEND MIDDLE/SR HIGH,ID,public,1.2413274716032838,Very Demanding,1.2413274716032838,Very Demanding,0.7925580110020867,Very Demanding,
130290,BONNEVILLE HIGH SCHOOL,ID,public,0.12673484541573213,Demanding,-0.03574331563455076,Demanding,-0.12640700036938832,Average,1.035761943431458
130292,SKYLINE SENIOR HIGH SCHOOL,ID,public,-0.2918112114262863,Average,-0.3128892577440776,Average,-0.2988376716528056,Average,1.3882366115884546
130293,IDAHO CITY HIGH SCHOOL,ID,public,0.6228818596365087,Very Demanding,0.6228818596365087,Very Demanding,0.34825484188275224,Demanding,
130294,HILLCREST HIGH SCHOOL,ID,public,0.12138516283411926,Demanding,-0.11042373690173693,Demanding,-0.18185070094894545,Average,1.3237463879527562
130295,IDAHO FALLS SENIOR HIGH SCHOOL,ID,public,-0.010164927691828932,Demanding,-0.09255657709227853,Demanding,-0.09783149293678102,Average,1.757581765349809
130297,LINCOLN HIGH SCHOOL,ID,public,0.18533975769979513,Demanding,0.18533975769979513,Demanding,0.3774355529594152,Demanding,
130299,EMERSON HIGH SCHOOL,ID,public,-0.11981453294029086,Average,-0.11981453294029086,Demanding,0.10192071850144524,Demanding,
130300,JEROME HIGH SCHOOL,ID,public,-0.13025975071218246,Average,-0.13025975071218246,Average,-0.13545647940966693,Average,
130301,Liberty Christian Academy,,private,,,,,,,
130304,Apostolic Chrn Training School,,private,,,,,,,
130305,KAMIAH SENIOR HIGH,ID,public,0.9776156210620356,Very Demanding,0.9776156210620356,Very Demanding,0.514754335020336,Demanding,
130306,Kamiah Bible Academy,,private,,,,,,,
130307,"Community School, The",,private,0.5731860025772887,Very Demanding,0.17292137451274822,Demanding,0.17292137451274822,Demanding,1.1946074162681959
130310,KELLOGG HIGH SCHOOL,ID,public,0.002584067920992758,Demanding,0.002584067920992758,Demanding,0.08213372170240095,Demanding,
130315,KENDRICK JR/SR HIGH SCHOOL,ID,public,0.20322502946435356,Demanding,0.20322502946435356,Demanding,0.018982901725505524,Demanding,
130320,KIMBERLY HIGH SCHOOL,ID,public,0.1426368069056415,Demanding,0.1426368069056415,Demanding,0.002115018576811819,Demanding,
130330,CLEARWATER VALLEY JR/SR,ID,public,0.494961857688273,Demanding,0.494961857688273,Demanding,0.5240275639557525,Demanding,
130335,KUNA HIGH SCHOOL,ID,public,-0.4005480747706333,Average,-0.4005480747706333,Average,-0.5146696546430689,Average,
130351,River City Christian School,,private,,,,,,,
130353,TAMMANY HIGH SCHOOL,ID,public,1.0526537853053224,Very Demanding,1.0526537853053224,Very Demanding,0.37409101927162547,Demanding,
130354,Lewiston Bible Missionary Acad,,private,,,,,,,
130355,LEWISTON HIGH SCHOOL,ID,public,-0.3283793164892818,Average,-0.40756241358926004,Average,-0.38584713686763217,Average,1.1180734789516078
130356,Shiloh Schools,,private,,,,,,,
130357,New Life Christian School,,private,,,,,,,
130360,MACKAY JR/SR HIGH SCHOOL,ID,public,0.20730884169480138,Demanding,0.20730884169480138,Demanding,0.19397310906023757,Demanding,
130365,MALAD SENIOR HIGH SCHOOL,ID,public,0.2326339673443367,Demanding,0.2326339673443367,Demanding,0.1811698650755602,Demanding,
130370,RAFT RIVER JR/SR HIGH SCHOOL,ID,public,-0.13763309891486705,Average,-0.13763309891486705,Average,-0.060400878698547635,Average,
130375,MARSING HIGH SCHOOL,ID,public,-0.05450452574607825,Demanding,-0.05450452574607825,Demanding,-0.12749168952749734,Average,
130380,MCCALL-DONNELLY HIGH SCHOOL,ID,public,0.18207892426367905,Demanding,0.1700973151558784,Demanding,0.15615387419175203,Demanding,2.5896492089251058
130381,North Fork School,,private,,,,,,,
130385,MELBA HIGH SCHOOL,ID,public,-0.05182889261091609,Demanding,-0.05182889261091609,Demanding,0.01623898955638472,Demanding,
130389,CENTENNIAL HIGH SCHOOL,ID,public,0.17456298335863835,Demanding,0.13293111199780383,Demanding,0.0600781231459601,Demanding,1.8759542978183197
130390,MERIDIAN HIGH SCHOOL,ID,public,-0.11454443297301453,Average,-0.346562175838841,Average,-0.38045635941274025,Average,1.1399528773090972
130391,MERIDIAN ACADEMY,ID,public,-0.2677150333492324,Average,-0.2677150333492324,Average,-0.19178133158032662,Average,
130392,MERIDIAN TECHNICAL CHARTER HIGH SCHOOL,ID,public,0.8171344538804074,Very Demanding,0.8171344538804074,Very Demanding,0.36906274385927396,Demanding,
130393,Stonehouse Christian School,,private,,,,,,,
130395,MIDDLETON HIGH SCHOOL,ID,public,0.8502847033233814,Very Demanding,0.8502847033233814,Very Demanding,0.5495787330120369,Demanding,
130396,MOUNTAIN VIEW HIGH SCHOOL,ID,public,-0.052206381728523474,Demanding,-0.21653748009501483,Average,-0.2599442131235513,Average,1.4089131247752407
130397,MERIDIAN MEDICAL ARTS CHARTER,ID,public,0.7472285803191925,Very Demanding,0.7472285803191925,Very Demanding,0.18568533533861362,Demanding,
130398,RENAISSANCE HIGH SCHOOL,ID,public,0.003952327887448745,Demanding,-0.20983634660720385,Average,0.10624230839076587,Demanding,0.5661838326109037
130405,BEAR LAKE HIGH SCHOOL,ID,public,0.7388728346497241,Very Demanding,0.7388728346497241,Very Demanding,0.32265314868443573,Demanding,
130410,SNAKE RIVER HIGH SCHOOL,ID,public,-0.08981958496951267,Demanding,-0.08981958496951267,Demanding,-0.0472806611731838,Average,
130414,Logos School,,private,,,,,,,
130415,MOSCOW HIGH SCHOOL,ID,public,-0.2981213783450676,Average,-0.47509703736549264,Average,-0.4385211506231913,Average,1.6851873551766887
130416,Logos Online School,,private,,,,,,,
130420,MOUNTAIN HOME SR HIGH SCHOOL,ID,public,0.22472397236749495,Demanding,0.22472397236749495,Demanding,0.1815581630279423,Demanding,
130421,RICHARD MCKENNA CHARTER SCHOOL - ONLINE,ID,public,-1.2013693182119476,Below Average,-1.2013693182119476,Below Average,-0.591918882235776,Below Average,
130433,Hope Christian Academy,,private,,,,,,,
130434,CANYON SPRINGS HIGH SCHOOL,ID,public,-0.47359360264432454,Average,-0.47359360264432454,Average,-0.23961412065317403,Average,
130436,Nampa Christian High School,,private,,,,,,,
130440,NAMPA SENIOR HIGH SCHOOL,ID,public,-0.31870125534072874,Average,-0.2585626916874687,Average,-0.3170127473249328,Average,0.4910089777504837
130442,UNION HIGH SCHOOL,ID,public,1.0319769576376447,Very Demanding,1.0319769576376447,Very Demanding,0.36522952169976364,Demanding,
130443,SKYVIEW HIGH SCHOOL,ID,public,-0.09076072723524282,Demanding,-0.1938528401948078,Average,-0.2934383744795338,Average,0.82
130450,NEW PLYMOUTH HIGH SCHOOL,ID,public,1.191861182333702,Very Demanding,1.191861182333702,Very Demanding,0.6946006502864038,Very Demanding,
130460,NOTUS JR/SR HIGH SCHOOL,ID,public,-0.09050880173600745,Demanding,-0.09050880173600745,Demanding,0.11073857878641141,Demanding,
130465,OAKLEY JR/SR HIGH SCHOOL,ID,public,1.8991066496365228,Most Demanding,1.8991066496365228,Most Demanding,0.9760063447080105,Very Demanding,
130466,House Of The Lord Christian Ac,,private,,,,,,,
130470,OROFINO HIGH SCHOOL,ID,public,1.3981848672160029,Very Demanding,1.3981848672160029,Very Demanding,0.7350389954904427,Very Demanding,
130480,PARMA HIGH SCHOOL,ID,public,-0.3584206569725672,Average,-0.3584206569725672,Average,-0.221993569194784,Average,
130483,New Life Academy,,private,,,,,,,
130484,River Of Life Christian Sch,,private,,,,,,,
130485,PAYETTE HIGH SCHOOL,ID,public,-0.03873126552750716,Demanding,-0.03873126552750716,Demanding,-0.02832867995327491,Average,
130495,LAKESIDE HIGH SCHOOL,ID,public,-0.7640923381952924,Below Average,-0.7640923381952924,Below Average,-0.556560394190877,Average,
130497,CENTURY HIGH SCHOOL,ID,public,0.14063013113150827,Demanding,0.08777943567397664,Demanding,0.050264531158759146,Demanding,1.8132133514029913
130498,HIGHLAND HIGH SCHOOL,ID,public,-0.17475122558489786,Average,-0.3971468030200379,Average,-0.403108334724229,Average,1.0111389951894647
130500,POCATELLO HIGH SCHOOL,ID,public,-0.2368564766539314,Average,-0.34133091326411896,Average,-0.32733496162761433,Average,1.3784086360698706
130504,Falls Christian Academy,,private,,,,,,,
130505,POST FALLS HIGH SCHOOL,ID,public,0.02254941469375319,Demanding,0.02254941469375319,Demanding,-0.02171874264364871,Average,
130507,Saint Dominic School,,private,,,,,,,
130508,Our Lady Of Victory School,,private,,,,,,,
130509,Immaculate Conception Academy,,private,,,,,,,
130510,POTLATCH JR/SR HIGH SCHOOL,ID,public,1.1919706440581241,Very Demanding,1.1919706440581241,Very Demanding,0.6602355611759684,Demanding,
130515,PRESTON HIGH SCHOOL,ID,public,-0.30913851772959106,Average,-0.30913851772959106,Average,-0.476838322171734,Average,
130517,Genesis Preparatory Academy,,private,0.5681081782473226,Very Demanding,0.5681081782473226,Very Demanding,0.5681081782473226,Demanding,
130518,Classical Christian Academy,,private,,,,,,,
130520,PRIEST RIVER LAMANNA HIGH,ID,public,-1.0242593758628364,Below Average,-1.0242593758628364,Below Average,-0.8288706594165332,Below Average,
130525,LAKELAND SENIOR HIGH SCHOOL,ID,public,-0.5296300426367739,Average,-0.6110071412190125,Average,-0.5810961121632979,Average,0.5944520173868254
130528,White Pine Christian Academy,,private,,,,,,,
130530,CENTRAL HIGH SCHOOL,ID,public,0.6728478640747102,Very Demanding,0.6728478640747102,Very Demanding,0.2113170530299345,Demanding,
130535,MADISON SENIOR HIGH SCHOOL,ID,public,0.1566172902991573,Demanding,-0.23527897574813197,Average,-0.23527897574813197,Average,1.6155609518134162
130543,JEFFERSON HIGH SCHOOL,ID,public,0.14919128749264493,Demanding,0.14919128749264493,Demanding,-0.013107194076664897,Average,
130545,RIGBY HIGH SCHOOL,ID,public,-0.2572788273154576,Average,-0.2572788273154576,Average,-0.2025074300585072,Average,
130555,RIRIE JR/SR HIGH SCHOOL,ID,public,0.5227070155533161,Very Demanding,0.5227070155533161,Very Demanding,0.28834467902936495,Demanding,
130574,MT HARRISON HIGH SCHOOL,ID,public,1.6647980476946687,Most Demanding,1.6647980476946687,Most Demanding,0.6364385602956311,Demanding,
130575,MINICO SENIOR HIGH SCHOOL,ID,public,0.3929444465398517,Demanding,0.3929444465398517,Demanding,0.21196359644486257,Demanding,
130580,SOUTH FREMONT HIGH SCHOOL,ID,public,-0.5136083765289886,Average,-0.5136083765289886,Average,-0.41916541800681417,Average,
130585,ST MARIES HIGH SCHOOL,ID,public,-0.2574631883404676,Average,-0.2574631883404676,Average,-0.34618406568809407,Average,
130590,SALMON JR/SR HIGH SCHOOL,ID,public,0.6245119104663285,Very Demanding,0.6245119104663285,Very Demanding,0.5723119819154562,Demanding,
130591,LAKE PEND OREILLE HIGH SCHOOL,ID,public,0.2461214745049357,Demanding,0.2461214745049357,Demanding,0.028434314642888293,Demanding,
130595,SANDPOINT HIGH SCHOOL,ID,public,0.016969316185340227,Demanding,-0.04070343815304937,Demanding,-0.006362117408371934,Average,1.9688716893439184
130596,FORREST M BIRD CHARTER SCHOOL,ID,public,-0.14785898741079861,Average,-0.14785898741079861,Average,-0.17835488528699966,Average,
130600,SHELLEY SENIOR HIGH SCHOOL,ID,public,0.9087314776191185,Very Demanding,0.9087314776191185,Very Demanding,0.43399959012197525,Demanding,
130605,SHOSHONE HIGH SCHOOL,ID,public,0.08793771640618062,Demanding,0.08793771640618062,Demanding,0.009817755372047425,Demanding,
130610,SODA SPRINGS HIGH SCHOOL,ID,public,0.33118763235106335,Demanding,0.33118763235106335,Demanding,0.15975581164745548,Demanding,
130619,TIMBERLAKE SENIOR HIGH SCHOOL,ID,public,-0.2471708445714427,Average,-0.2471708445714427,Average,-0.1496835488947723,Average,
