rpopall_24,state,distid,name,stabrev,saepov5_17rv_24,rpop5_17v_24
4321,29,20160,Marion C. Early R-V School District,MO,120,763
1223,29,20280,Marion County R-II School District,MO,15,212
4578,29,20310,Marionville R-IX School District,MO,97,780
554,29,20340,Mark Twain R-VIII School District,MO,14,72
1130,29,20370,Marquand-Zion R-VI School District,MO,56,191
15855,29,20410,Marshall School District,MO,488,2531
19644,29,20430,Marshfield R-I School District,MO,570,3755
13835,29,20490,Maryville R-II Schools,MO,124,1485
3478,29,20550,Maysville R-I School District,MO,92,674
19834,29,20610,McDonald County R-I School District,MO,758,3678
3339,29,23640,Meadow Heights R-II School District,MO,87,522
1283,29,20640,Meadville R-IV School District,MO,26,262
95215,29,20670,Mehlville R-IX School District,MO,987,13168
23452,29,23460,Meramec Valley R-III School District,MO,354,3456
14850,29,20810,Mexico 59 School District,MO,351,2486
1338,29,20820,Miami R-I School District,MO,36,235
503,29,20840,Miami R-I School District,MO,4,89
4338,29,11940,Mid-Buchanan County R-V School District,MO,33,748
684,29,20880,Middle Grove C-1 School District,MO,71,172
3509,29,31800,Midway R-I School District,MO,46,560
3424,29,20940,Milan C-2 School District,MO,74,539
1412,29,30510,Miller County R-III School District,MO,38,247
4066,29,21000,Miller R-II School District,MO,121,761
333,29,21030,Mirabile C-1 School District,MO,6,45
476,29,21060,Missouri City 56 School District,MO,3,62
15731,29,21100,Moberly School District,MO,440,2470
13155,29,21120,Monett R-I School District,MO,353,2514
7456,29,6510,Moniteau County R-I School District,MO,191,1407
1036,29,21180,Moniteau County R-V School District,MO,69,277
5643,29,21210,Monroe City R-I School District,MO,117,968
8246,29,21330,Montgomery County R-II School District,MO,177,1297
789,29,21360,Montrose R-XIV School District,MO,12,122
5877,29,29610,Morgan County R-I School District,MO,220,930
12273,29,30840,Morgan County R-II School District,MO,413,2099
1592,29,21480,Mound City R-II School District,MO,48,267
9532,29,21600,Mount Vernon R-V School District,MO,228,1727
9550,29,21510,Mountain Grove R-III School District,MO,340,1727
7682,29,21540,Mountain View-Birch Tree R-III School District,MO,392,1415
1241,29,21720,Naylor R-II School District,MO,83,235
3306,29,21750,Neelyville R-IV School District,MO,134,563
3014,29,7320,Nell Holcomb R-IV School District,MO,53,485
28234,29,21810,Neosho R-V School District,MO,876,5171
14432,29,21840,Nevada R-V School District,MO,472,2529
4696,29,21875,New Bloomfield R-III School District,MO,77,832
2508,29,21940,New Franklin R-I School District,MO,42,425
2914,29,21960,New Haven School District,MO,67,520
7201,29,4,New Madrid County R-I School District,MO,285,1270
318,29,22110,New York R-IV School District,MO,2,48
2639,29,22140,Newburg R-II School District,MO,70,457
384,29,22470,Newtown-Harris R-III School District,MO,13,65
2189,29,22500,Niangua R-V School District,MO,95,386
36210,29,22530,Nixa School District,MO,504,7025
1439,29,22560,Nodaway-Holt R-VII School District,MO,25,205
1034,29,22620,Norborne R-VIII School District,MO,29,170
31584,29,22650,Normandy Schools Collaborative,MO,1694,5031
1829,29,22710,North Andrew County R-VI School District,MO,33,335
6451,29,22740,North Callaway County R-I School District,MO,132,1036
677,29,15630,North Daviess R-III School District,MO,14,107
1359,29,22770,North Harrison R-III School District,MO,68,288
145891,29,22800,North Kansas City 74 School District,MO,2570,22865
873,29,20750,North Mercer County R-III School District,MO,38,146
1243,29,21690,North Nodaway County R-VI School District,MO,24,190
1246,29,23760,North Pemiscot County R-I School District,MO,42,193
4206,29,22830,North Platte County R-I School District,MO,39,701
1971,29,28140,North Shelby School District,MO,34,394
20324,29,5430,North St. Francis County R-I School District,MO,471,2996
1831,29,10650,North Wood R-IV School District,MO,58,309
1207,29,21660,Northeast Nodaway County R-V School District,MO,24,193
1888,29,22860,Northeast Randolph County R-IV School District,MO,36,329
1847,29,27600,Northeast Vernon County R-I School District,MO,73,375
46262,29,22890,Northwest R-I School District,MO,806,7027
914,29,22920,Northwestern R-I School District,MO,23,170
2007,29,22950,Norwood R-I School District,MO,105,464
11566,29,23010,Oak Grove R-VI School District,MO,203,2295
1299,29,23040,Oak Hill R-I School District,MO,40,206
2329,29,23070,Oak Ridge R-VI School District,MO,29,376
12565,29,23100,Odessa R-VII School District,MO,237,2189
2050,29,23130,Oran R-III School District,MO,33,395
14614,29,23160,Orchard Farm R-V School District,MO,202,2346
385,29,27450,Orearville R-IV School District,MO,12,68
1393,29,16860,Oregon-Howell R-III School District,MO,44,223
1843,29,23220,Orrick R-XI School District,MO,34,295
1094,29,8490,Osage County R-I School District,MO,28,178
5011,29,19080,Osage County R-II School District,MO,73,813
6464,29,31830,Osage County R-III School District,MO,51,1123
648,29,23250,Osborn R-O School District,MO,17,122
3156,29,23270,Osceola School District,MO,100,489
1482,29,23310,Otterville R-VI School District,MO,35,290
36199,29,23430,Ozark R-VI School District,MO,584,6909
6710,29,23490,Palmyra R-I School District,MO,104,1251
3005,29,23530,Paris R-II School District,MO,53,392
78822,29,23550,Park Hill School District,MO,789,13443
143907,29,23580,Parkway C-2 School District,MO,943,22180
1132,29,23670,Pattonsburg R-II School District,MO,37,185
41118,29,23700,Pattonville R-III School District,MO,684,5951
842,29,23790,Pemiscot County R-III School District,MO,21,144
17911,29,24530,Perry County 32 School District,MO,370,2882
2210,29,15270,Pettis County R-V School District,MO,80,450
1532,29,24690,Pettis County R-XII School District,MO,32,227
1844,29,25080,Phelps County R-III School District,MO,28,270
4475,29,25110,Pierce City R-VI School District,MO,165,938
2793,29,25140,Pike County R-III School District,MO,55,444
1647,29,25170,Pilot Grove C-4 School District,MO,19,280
725,29,11040,Plainview R-VIII School District,MO,28,120
3374,29,25210,Plato R-V School District,MO,110,569
29490,29,25230,Platte County R-III School District,MO,272,4717
12675,29,25330,Pleasant Hill R-III School District,MO,125,2359
4887,29,25350,Pleasant Hope R-VI School District,MO,119,868
463,29,13440,Pleasant View R-VI School District,MO,7,94
2208,29,25410,Polo R-VII School District,MO,42,352
32064,29,25450,Poplar Bluff R-I School District,MO,1414,5438
3562,29,3,Portageville School District,MO,170,615
12321,29,25500,Potosi R-III School District,MO,455,2037
1408,29,25530,Prairie Home R-V School District,MO,68,268
2478,29,25590,Princeton R-V School District,MO,93,459
3257,29,25620,Purdy R-II School District,MO,125,623
4441,29,25640,Putnam County R-I School District,MO,139,748
4256,29,25650,Puxico R-VIII School District,MO,143,650
5483,29,25710,Ralls County R-II School District,MO,95,835
1154,29,26040,Raymondville R-VII School District,MO,44,213
41206,29,23730,Raymore-Peculiar R-II School District,MO,432,7178
60809,29,26070,Raytown C-2 School District,MO,1727,9990
16621,29,26160,Reeds Spring R-IV School District,MO,416,1841
1178,29,26190,Renick R-V School District,MO,19,193
30095,29,26220,Republic R-III School District,MO,419,6117
2305,29,26310,Rich Hill R-IV School District,MO,65,382
3293,29,26370,Richards R-V School District,MO,90,587
1272,29,26400,Richland R-I School District,MO,35,221
3292,29,26430,Richland R-IV School District,MO,103,538
9903,29,26480,Richmond R-XVI School District,MO,218,1619
1604,29,31230,Richwoods R-VII School District,MO,48,268
659,29,26490,Ridgeway R-V School District,MO,25,108
580,29,26550,Ripley County R-III School District,MO,21,98
653,29,26580,Ripley County R-IV School District,MO,27,93
611,29,26610,Risco R-II School District,MO,51,112
42630,29,26640,Ritenour School District,MO,1430,6645
35303,29,26670,Riverview Gardens School District,MO,2585,7182
2068,29,26790,Rock Port R-II School District,MO,38,342
120128,29,26850,Rockwood R-VI School District,MO,692,23130
31850,29,26890,Rolla 31 School District,MO,696,4760
634,29,26940,Roscoe C-1 School District,MO,26,99
6611,29,27090,Salem R-80 School District,MO,229,1158
3435,29,27520,Salisbury R-IV School District,MO,77,637
2298,29,3000,Santa Fe R-X School District,MO,41,405
3980,29,27540,Sarcoxie R-II School District,MO,121,794
14286,29,27570,Savannah R-III School District,MO,202,2466
13835,29,27630,School of The Osage School District,MO,317,2103
4160,29,27660,Schuyler County R-I School District,MO,193,834
4701,29,20700,Scotland County R-I School District,MO,186,977
5070,29,15450,Scott City R-I School District,MO,98,874
1715,29,21420,Scott County Central Schools,MO,40,254
5786,29,4890,Scott County R-IV School District,MO,112,1012
30682,29,27830,Sedalia 200 School District,MO,1242,5467
3914,29,27870,Senath-Hornersville C-8 School District,MO,180,728
8753,29,27900,Seneca R-VII School District,MO,231,1549
7748,29,27930,Seymour R-II School District,MO,839,1956
588,29,28080,Shawnee R-III School District,MO,15,108
4062,29,28110,Shelby County R-IV School District,MO,127,727
988,29,28170,Sheldon R-VIII School District,MO,38,176
2303,29,28200,Shell Knob 78 School District,MO,49,180
5316,29,10320,Sherwood Cass R-VIII School District,MO,110,934
20084,29,28260,Sikeston R-VI School District,MO,700,3625
2946,29,28290,Silex R-I School District,MO,46,530
971,29,11010,Skyline R-II School District,MO,48,152
2015,29,28360,Slater School District,MO,53,326
3734,29,28380,Smithton R-VI School District,MO,102,693
15049,29,28410,Smithville R-II School District,MO,122,2954
4493,29,28430,South Callaway County R-II School District,MO,90,788
5178,29,2,South Harrison County R-II School District,MO,218,887
1799,29,23190,South Holt County R-I School District,MO,29,272
1788,29,28470,South Iron County R-I School District,MO,79,276
899,29,28500,South Nodaway County R-IV School District,MO,10,135
2796,29,28530,South Pemiscot County R-V School District,MO,165,545
10099,29,28560,Southern Boone County R-I School District,MO,87,2108
2837,29,28590,Southern Reynolds County R-II School District,MO,92,424
1510,29,28620,Southland C-9 School District,MO,82,290
1078,29,28680,Southwest Livingston County R-I School District,MO,34,191
4604,29,28710,Southwest R-V School District,MO,184,763
4748,29,28740,Sparta R-III School District,MO,88,800
611,29,28770,Spickard R-II School District,MO,67,127
5438,29,28800,Spokane R-VII School District,MO,80,899
1752,29,12450,Spring Bluff R-XV School District,MO,8,297
224628,29,28860,Springfield R-XII School District,MO,3748,30334
55547,29,28920,St. Charles R-VI School District,MO,685,6316
12771,29,29100,St. Clair R-XIII School District,MO,297,2172
1318,29,29130,St. Elizabeth R-IV School District,MO,16,259
10164,29,29250,St. James R-I School District,MO,244,1937
75201,29,27060,St. Joseph School District,MO,1958,12113
279695,29,29280,St. Louis City School District,MO,10928,34866
2164,29,29340,Stanberry R-II School District,MO,91,475
15630,29,29370,Ste. Genevieve County R-II School District,MO,243,2453
5412,29,29430,Steelville R-III School District,MO,163,955
1240,29,29490,Stewartsville C-2 School District,MO,14,261
7614,29,29520,Stockton R-I School District,MO,301,1362
2961,29,29580,Stoutland R-II School District,MO,97,527
7652,29,29640,Strafford R-VI School District,MO,123,1494
817,29,12480,Strain-Japan R-XVI School District,MO,16,109
1324,29,29670,Strasburg C-3 School District,MO,14,234
3683,29,29700,Sturgeon R-V School District,MO,161,719
968,29,29730,Success R-VI School District,MO,25,144
11589,29,29760,Sullivan C-2 School District,MO,306,1912
2971,29,29810,Summersville R-II School District,MO,124,518
3359,29,29820,Sunrise R-IX School District,MO,64,548
518,29,29850,Swedeborg R-III School District,MO,13,92
2678,29,29880,Sweet Springs R-VII School District,MO,63,482
1470,29,29910,Taneyville R-II School District,MO,44,255
2056,29,29940,Tarkio R-I School District,MO,61,304
3351,29,30270,Thayer R-II School District,MO,143,592
637,29,23370,Thornfield R-I School District,MO,35,110
859,29,30300,Tina-Avalon R-II School District,MO,26,159
4675,29,30330,Tipton R-VI School District,MO,105,796
7433,29,30360,Trenton R-IX School District,MO,321,1349
1979,29,30390,Tri-County R-VII School District,MO,73,447
44079,29,30450,Troy R-III School District,MO,640,8211
5469,29,30520,Twin Rivers R-X School District,MO,242,940
22442,29,30570,Union R-XI School District,MO,382,3933
882,29,30600,Union Star R-II School District,MO,13,150
35262,29,30660,University City School District,MO,566,4111
8495,29,30690,Valley Park School District,MO,73,920
2830,29,30720,Valley R-VI School District,MO,72,459
2475,29,30750,Van Buren R-I School District,MO,91,385
4899,29,30780,Van-Far R-I School District,MO,122,640
2280,29,30810,Verona R-VII School District,MO,90,517
2053,29,30990,Walnut Grove R-V School District,MO,25,360
20725,29,31050,Warren County R-III School District,MO,367,3471
27311,29,31020,Warrensburg R-VI School District,MO,456,3924
12006,29,31070,Warsaw R-IX School District,MO,293,1381
34582,29,31110,Washington School District,MO,294,5619
39197,29,31440,Waynesville R-VI Schools,MO,734,5846
2518,29,31460,Weaubleau R-III School District,MO,157,437
24454,29,31500,Webb City R-VII School District,MO,582,4809
32915,29,31530,Webster Groves School District,MO,166,5684
2332,29,31560,Wellington-Napoleon R-IX School District,MO,29,424
2374,29,31620,Wellsville-Middletown R-I School District,MO,70,413
103003,29,31650,Wentzville R-IV School District,MO,1106,19910
1631,29,30900,West Nodaway County R-I School District,MO,39,277
13669,29,31680,West Plains R-VII School District,MO,541,2361
4291,29,31710,West Platte County R-II School District,MO,31,747
5548,29,18240,West St. Francois County R-IV School District,MO,163,990
3442,29,31860,Westran R-I School District,MO,92,596
1213,29,31890,Westview C-6 School District,MO,32,202
2519,29,31920,Wheatland R-II School District,MO,82,335
2200,29,31950,Wheaton R-III School District,MO,119,457
27503,29,32010,Willard R-II School District,MO,407,5407
7803,29,32070,Willow Springs R-IV School District,MO,295,1468
18693,29,32100,Windsor C-1 School District,MO,296,3394
11371,29,32190,Winfield R-IV School District,MO,210,1981
2124,29,32220,Winona R-III School District,MO,119,387
1241,29,32250,Winston R-VI School District,MO,38,190
5004,29,19350,Woodland R-IV School District,MO,180,798
1900,29,32300,Worth County R-III School District,MO,58,277
14154,29,32310,Wright City R-II of Warren County,MO,201,2345
1184,29,32490,Zalma R-V School District,MO,42,179
1692,30,1710,Absarokee Elementary School District,MT,12,133
2114,30,1740,Absarokee High School District,MT,9,107
1707,30,1860,Alberton K-12 Schools,MT,38,246
322,30,17460,Alder Elementary School District,MT,1,18
210,30,1950,Alzada Elementary School District,MT,3,14
2189,30,1980,Amsterdam Elementary School District,MT,11,316
9347,30,2010,Anaconda Elementary School District,MT,62,481
9484,30,2030,Anaconda High School District,MT,28,288
1339,30,2070,Anderson Elementary School District,MT,3,170
2970,30,2220,Arlee Elementary School District,MT,64,327
2969,30,2250,Arlee High School District,MT,23,156
2139,30,2300,Arrowhead Elementary School District,MT,17,140
1262,30,8,Ashland Elementary School District,MT,44,198
18,30,2490,Auchard Creek Elementary School District,MT,0,1
961,30,2430,Augusta Elementary School District,MT,6,91
979,30,2450,Augusta High School District,MT,2,70
251,30,2550,Avon Elementary School District,MT,0,20
59,30,2570,Ayers Elementary School District,MT,1,8
517,30,2640,Bainville K-12 Schools,MT,21,132
2493,30,2730,Baker K-12 Schools,MT,40,463
251,30,2820,Basin Elementary School District,MT,1,20
137,30,3000,Bear Paw Elementary School District,MT,3,14
9491,30,3090,Beaverhead County High School District,MT,41,459
642,30,3270,Belfry K-12 Schools,MT,16,90
26586,30,3290,Belgrade Elementary School District,MT,196,3215
26912,30,3330,Belgrade High School District,MT,58,1274
2157,30,3420,Belt Elementary School District,MT,10,234
2002,30,3450,Belt High School District,MT,3,124
84,30,3480,Benton Lake Elementary School District,MT,4,7
103,30,3600,Biddle Elementary School District,MT,1,7
1224,30,3750,Big Sandy K-12 Schools,MT,30,192
3588,30,654,Big Sky School K-12,MT,10,383
2804,30,3800,Big Timber Elementary School District,MT,29,249
7531,30,3820,Bigfork Elementary School District,MT,48,674
9656,30,3840,Bigfork High School District,MT,26,436
122574,30,3870,Billings Elementary School District,MT,1216,13706
139403,30,3900,Billings High School District,MT,426,7029
89,30,3990,Birney Elementary School District,MT,3,15
111,30,4200,Bloomfield Elementary School District,MT,5,14
2447,30,4230,Blue Creek Elementary School District,MT,15,279
3240,30,4260,Bonner Elementary School District,MT,28,313
2309,30,4380,Boulder Elementary School District,MT,30,190
513,30,4440,Box Elder Elementary School District,MT,18,101
583,30,4500,Box Elder High School District,MT,5,43
74469,30,4560,Bozeman Elementary School District,MT,322,6161
84632,30,4590,Bozeman High School District,MT,116,2997
1449,30,4800,Bridger K-12 Schools,MT,21,192
1358,30,6,Broadus Elementary School District,MT,17,102
1000,30,4890,Broadview Elementary School District,MT,8,122
1000,30,4920,Broadview High School District,MT,3,69
596,30,5010,Brockton Elementary School District,MT,37,104
605,30,5040,Brockton High School District,MT,15,63
214,30,5130,Brorson Elementary School District,MT,1,30
8413,30,5140,Browning Elementary School District,MT,433,1436
8979,30,5190,Browning High School District,MT,135,607
34022,30,5280,Butte Elementary School District,MT,440,3381
36095,30,5310,Butte High School District,MT,166,1786
227,30,5330,Bynum Elementary School District,MT,3,22
2075,30,5460,Canyon Creek Elementary School District,MT,14,235
533,30,5550,Cardwell Elementary School District,MT,6,47
1365,30,5610,Carter County High School District,MT,9,91
172,30,5760,Carter Elementary School District,MT,3,14
2060,30,5880,Cascade Elementary School District,MT,20,207
2897,30,5910,Cascade High School District,MT,13,198
2879,30,5990,Cayuse Prairie Elementary School District,MT,22,347
1499,30,25130,Centerville Elementary School District,MT,12,186
1512,30,25140,Centerville High School District,MT,4,103
1506,30,6112,Charlo Elementary School District,MT,30,174
2046,30,6115,Charlo High School District,MT,18,117
1947,30,98,Chester-Joplin-Inverness Elementary School District,MT,32,198
2109,30,101,Chester-Joplin-Inverness High School District,MT,15,123
1810,30,6260,Chinook Elementary School District,MT,33,235
2190,30,6270,Chinook High School District,MT,12,111
2785,30,6320,Choteau Elementary School District,MT,63,329
3168,30,6330,Choteau High School District,MT,26,197
1263,30,6790,Circle Elementary School District,MT,15,115
1717,30,6810,Circle High School District,MT,15,98
3376,30,6840,Clancy Elementary School District,MT,18,355
75,30,4050,Cleveland Elementary School District,MT,1,6
2356,30,6870,Clinton Elementary School District,MT,16,283
205,30,7030,Cohagen Elementary School District,MT,7,27
2309,30,7050,Colstrip Elementary School District,MT,34,336
2309,30,7080,Colstrip High School District,MT,20,168
17399,30,7110,Columbia Falls Elementary School District,MT,145,1853
18028,30,7140,Columbia Falls High School District,MT,54,972
4314,30,7190,Columbus Elementary School District,MT,36,501
4314,30,7200,Columbus High School District,MT,13,241
3141,30,7330,Conrad Elementary School District,MT,62,324
3485,30,7320,Conrad High School District,MT,29,203
109,30,7350,Cooke City Elementary School District,MT,1,6
9329,30,7410,Corvallis K-12 Schools,MT,184,1613
305,30,7500,Cottonwood Elementary School District,MT,2,25
344,30,14150,Cottonwood Elementary School District,MT,1,32
1557,30,7710,Creston Elementary School District,MT,11,156
1084,30,7830,Culbertson Elementary School District,MT,19,122
1017,30,7860,Culbertson High School District,MT,11,96
11964,30,7930,Custer County High School District,MT,54,609
314,30,8130,Custer K-12 Schools,MT,2,46
4402,30,3,Cut Bank Elementary School District,MT,111,603
4524,30,8190,Cut Bank High School District,MT,60,292
4362,30,8280,Darby K-12 Schools,MT,74,428
88,30,8310,Davey Elementary School District,MT,3,13
8252,30,8340,Dawson High School District,MT,37,423
1688,30,8880,DeSmet Elementary School District,MT,18,177
398,30,8470,Deer Creek Elementary School District,MT,3,47
6051,30,8670,Deer Lodge Elementary School District,MT,69,403
1409,30,8700,Deer Park Elementary School District,MT,13,180
75,30,8730,Deerfield Elementary School District,MT,2,15
490,30,8860,Denton Elementary School District,MT,15,46
565,30,8850,Denton High School District,MT,6,28
8407,30,8910,Dillon Elementary School District,MT,85,689
217,30,9000,Divide Elementary School District,MT,4,21
540,30,9030,Dixon Elementary School District,MT,17,59
373,30,9120,Dodson K-12,MT,14,82
1126,30,9180,Drummond Elementary School District,MT,11,88
1425,30,9210,Drummond High School District,MT,5,52
407,30,9330,Dupuyer Elementary School District,MT,11,52
1003,30,102,Dutton/Brady K-12 Schools,MT,39,145
566,30,9510,East Glacier Park Elementary School District,MT,13,74
10809,30,655,East Helena K-12,MT,84,1894
1045,30,9670,Ekalaka Elementary School District,MT,13,115
4833,30,9720,Elder Grove Elementary School District,MT,24,622
342,30,9780,Elliston Elementary School District,MT,1,22
3795,30,9840,Elysian Elementary School District,MT,18,399
4937,30,9930,Ennis K-12 Schools,MT,33,469
5802,30,10080,Eureka Elementary School District,MT,108,556
6777,30,10920,Evergreen Elementary School District,MT,97,806
1584,30,10230,Fair-Mont-Egan Elementary School District,MT,17,198
1403,30,10140,Fairfield Elementary School District,MT,26,190
2035,30,10170,Fairfield High School District,MT,23,147
1579,30,10210,Fairview Elementary School District,MT,24,212
1622,30,10290,Fairview High School District,MT,10,119
9102,30,10530,Fergus High School District,MT,50,481
300,30,10800,Fishtail Elementary School District,MT,5,21
72312,30,15420,Flathead High School District,MT,251,3758
6214,30,11100,Florence-Carlton K-12 Schools,MT,95,955
2174,30,11160,Forsyth Elementary School District,MT,35,202
2227,30,11190,Forsyth High School District,MT,13,100
1882,30,11240,Fort Benton Elementary School District,MT,9,153
2256,30,11260,Fort Benton High School District,MT,6,96
878,30,11340,Fortine Elementary School District,MT,17,80
535,30,11420,Frazer Elementary School District,MT,32,95
735,30,11460,Frazer High School District,MT,19,59
7452,30,11520,Frenchtown K-12 Schools,MT,77,1289
456,30,11550,Froid Elementary School District,MT,14,71
456,30,11580,Froid High School District,MT,5,31
1125,30,11650,Fromberg K-12,MT,12,140
347,30,11670,Frontier Elementary School District,MT,15,46
195,30,11730,Galata Elementary School District,MT,2,28
1950,30,11790,Gallatin Gateway Elementary School District,MT,12,168
1342,30,11820,Gardiner Elementary School District,MT,11,90
1451,30,11850,Gardiner High School District,MT,7,51
1181,30,11880,Garfield County High School District,MT,10,56
148,30,21480,Garrison Elementary School District,MT,4,9
584,30,12210,Geraldine K-12,MT,16,75
388,30,12300,Geyser K-12 Schools,MT,6,53
72,30,12350,Gildford Colony Elementary School District,MT,1,12
5062,30,12420,Glasgow K-12 Schools,MT,89,808
7549,30,12510,Glendive Elementary School District,MT,102,833
199,30,12570,Gold Creek Elementary School District,MT,4,19
197,30,12600,Golden Ridge Elementary School District,MT,8,28
107,30,12900,Grant Elementary School District,MT,1,6
666,30,12960,Grass Range Elementary School District,MT,7,55
725,30,12990,Grass Range High School District,MT,4,54
74619,30,13040,Great Falls Elementary School District,MT,1104,8154
74762,30,13050,Great Falls High School District,MT,380,3840
471,30,13110,Greenfield Elementary School District,MT,18,54
348,30,13140,Greycliff Elementary School District,MT,2,35
299,30,13200,Hall Elementary School District,MT,2,19
13244,30,13260,Hamilton K-12 Schools,MT,152,1599
9638,30,13310,Hardin Elementary School District,MT,373,1561
8348,30,13340,Hardin High School District,MT,102,588
2614,30,13395,Harlem Elementary School District,MT,96,458
2747,30,13400,Harlem High School District,MT,28,188
1844,30,13470,Harlowton K-12 Schools,MT,88,351
736,30,13530,Harrison K-12 Schools,MT,9,103
11977,30,13560,Havre Elementary School District,MT,275,1561
12326,30,13590,Havre High School District,MT,90,702
110,30,13280,Hawks Home Elementary School District,MT,4,9
1536,30,13660,Hays-Lodge Pole K-12 Schools,MT,91,393
798,30,99,Heart Butte K-12 Schools,MT,43,196
59266,30,5,Helena Elementary School District,MT,520,6408
2469,30,13800,Helena Flats Elementary School District,MT,33,311
62062,30,13830,Helena High School District,MT,181,3055
16985,30,13860,Hellgate Elementary School District,MT,98,1617
205,30,13890,Helmville Elementary School District,MT,1,13
458,30,14070,Highwood K-12,MT,9,58
387,30,14340,Hinsdale Elementary School District,MT,6,31
410,30,14370,Hinsdale High School District,MT,4,20
772,30,14430,Hobson K-12 Schools,MT,26,118
1730,30,14640,Hot Springs K-12,MT,55,221
4635,30,14700,Huntley Project K-12 Schools,MT,48,848
739,30,14760,Hysham K-12 Schools,MT,24,137
3142,30,14820,Independent Elementary School District,MT,24,496
147,30,15060,Jackson Elementary School District,MT,2,12
9525,30,15120,Jefferson High School District,MT,25,552
2326,30,15200,Joliet Elementary School District,MT,24,218
2800,30,15260,Joliet High School District,MT,11,161
671,30,15340,Jordan Elementary School District,MT,19,83
306,30,15360,Judith Gap Elementary School District,MT,11,34
241,30,15390,Judith Gap High School District,MT,3,17
34951,30,15450,Kalispell Elementary School District,MT,381,3899
99,30,15510,Kester Elementary School District,MT,3,11
2278,30,15570,Kila Elementary School District,MT,28,253
418,30,15610,King Colony Elementary School District,MT,4,46
515,30,7980,Kinsey Elementary School District,MT,10,70
910,30,15640,Kircher Elementary School District,MT,6,92
118,30,15690,Knees Elementary School District,MT,2,13
967,30,16110,LaMotte Elementary School District,MT,5,97
462,30,15990,Lambert Elementary School District,MT,13,58
442,30,16020,Lambert High School District,MT,4,22
2081,30,16050,Lame Deer Elementary School District,MT,135,417
4889,30,95,Lame Deer High School District,MT,96,381
12878,30,16200,Laurel Elementary School District,MT,124,1671
12404,30,16230,Laurel High School District,MT,41,736
414,30,16290,Lavina K-12 Schools,MT,19,49
8650,30,16490,Lewistown Elementary School District,MT,121,830
10925,30,16530,Libby K-12 Schools,MT,303,1435
162,30,93,Liberty Elementary School District,MT,23,28
515,30,16710,Lima K-12 Schools,MT,9,70
7354,30,16770,Lincoln County High School District,MT,53,362
1278,30,16810,Lincoln K-12 Schools,MT,13,139
290,30,8400,Lindsay Elementary School District,MT,3,31
12551,30,16880,Livingston Elementary School District,MT,105,1110
8714,30,656,Lockwood K-12,MT,144,1779
1951,30,17010,Lodge Grass Elementary School District,MT,113,346
2078,30,17040,Lodge Grass High School District,MT,34,151
5827,30,17130,Lolo Elementary School District,MT,29,677
3791,30,17190,Lone Rock Elementary School District,MT,41,359
201,30,17340,Lustre Elementary School District,MT,9,23
399,30,17370,Luther Elementary School District,MT,3,24
263,30,17520,Malmborg Elementary School District,MT,3,23
3210,30,17580,Malta K-12 Schools,MT,108,573
5874,30,17640,Manhattan High School District,MT,11,351
3735,30,17610,Manhattan School,MT,24,482
1986,30,17700,Marion Elementary School District,MT,16,237
524,30,6030,McCormick Elementary School District,MT,5,45
234,30,18060,McLeod Elementary School District,MT,4,22
710,30,18170,Medicine Lake K-12 Schools,MT,10,125
123,30,18210,Melrose Elementary School District,MT,1,13
599,30,18240,Melstone Elementary School District,MT,11,66
350,30,18270,Melstone High School District,MT,4,18
229,30,18290,Melville Elementary School District,MT,4,24
344,30,21150,Miami Elementary School District,MT,6,35
10047,30,18410,Miles City Elementary School District,MT,110,931
73168,30,18570,Missoula Elementary School District,MT,553,6062
112383,30,18540,Missoula High School District,MT,266,4462
5063,30,18750,Monforton Elementary School District,MT,38,648
3588,30,18780,Montana City Elementary School District,MT,13,436
616,30,18870,Moore Elementary School District,MT,8,71
681,30,18900,Moore High School District,MT,3,31
384,30,18960,Morin Elementary School District,MT,9,59
122,30,4,Mountain View Elementary School District,MT,6,24
907,30,19170,Nashua K-12 Schools,MT,9,121
26,30,19310,North Harlem Colony Elementary School District,MT,0,2
973,30,96,North Star Elementary School District,MT,21,129
1058,30,97,North Star High School District,MT,7,59
1674,30,90,Noxon Elementary School District,MT,21,114
2842,30,19500,Noxon High School District,MT,23,191
214,30,19530,Nye Elementary School District,MT,1,22
1455,30,10950,Olney-Bissell Elementary School District,MT,15,134
319,30,19740,Opheim K-12 Schools,MT,13,51
251,30,19950,Ovando Elementary School District,MT,1,10
2293,30,20040,Park City Elementary School District,MT,20,263
2291,30,20070,Park City High School District,MT,6,102
15064,30,20100,Park High School District,MT,43,600
117,30,20170,Pass Creek Elementary School District,MT,1,15
161,30,20240,Pendroy Elementary School District,MT,9,19
2177,30,12840,Philipsburg K-12 Schools,MT,42,252
374,30,20670,Pine Creek Elementary School District,MT,2,20
68,30,20690,Pine Grove Elementary School District,MT,1,5
1057,30,20790,Pioneer Elementary School District,MT,7,133
4256,30,20850,Plains K-12 Schools,MT,82,560
193,30,20880,Pleasant Valley Elementary School District,MT,0,7
709,30,13360,Plenty Coups High School District,MT,12,56
2397,30,20960,Plentywood K-12 Schools,MT,37,335
453,30,21000,Plevna K-12 Schools,MT,12,100
187,30,21030,Polaris Elementary School District,MT,2,16
12207,30,21060,Polson Elementary School District,MT,197,1176
13613,30,21090,Polson High School District,MT,80,604
3269,30,21240,Poplar Elementary School District,MT,192,602
3269,30,21270,Poplar High School District,MT,79,291
